gene	spl	degree	degree_centrality	average_neighbor_degree	betweenness	eigenvector	cluster_coefficient	triangles	pagerank	load_centrality	harmonic_centrality	markovcent	closeness_latora	closeness_residual	communitycent	diffusion_degree	lobby	mnc	dmnc	geokpath	laplacian	leverage	lincent	semilocal	topocoefficient	clusterrank	ego_size	coreness	hub_score	constraint	eccentricity	local_scan	subgraph_centrality	transitivity	zi	pc	gc	prestige	stresscent	gilschmidt
CORO1B	4.35013397983922	2	0.000255	25	979.070684	1.8e-05	0	0	5.9e-05	2736.049413	1731.988131	1.36663160726986e-05	1731.9547979798	389.21826171875	0	52	2	1	0	615	106	-0.46	1666.70902264461	16042	0.5	0	3	2	0.000109780100621346	0.5	11	2	9200328037072.95	0	-0.55048188256318	0.5	0.500348047612631	2	8255	0.229763172987501
CORO1C	3.67513078984305	2	0.000255	158	132.081284	0.001234	0	0	4.3e-05	163.203934	2079.596032	1.62442474265909e-05	2079.59603174603	628.8720703125	1.8	318	2	1	0	2619	638	-0.966940441138489	1972.82980348587	165630	0.541379310344828	0	3	2	0.0077312018246953	0.5	10	2	45608609884781512	0	-0.413818027588454	0	2.43779857709292e-05	2	6018	0.275881670435905
COTL1	3.99515120581855	4	0.00051	42.75	2289.374588	0.000342	0	0	8.2e-05	5494.985976	1910.077778	2.05666506980814e-05	1910.07777777778	510.5556640625	2.85714285714286	175	4	1	0	1543	362	-0.440138808559861	1814.80178856595	62739	0.253030303030303	0	5	3	0.00213630610854193	0.25	10	4	3484737273032267	0	-0.291408279913282	0.375	0.375017333482502	4	17961	0.253393178267134
COX17	4.16536940155672	4	0.00051	27.5	806.759191	0.000104	0	0	7.3e-05	1387.849228	1821.993651	2.14687320594506e-05	1821.99365079365	450.0048828125	0	114	4	1	0	1076	240	-0.738465847877613	1740.63975003063	29542	0.301136363636364	0	5	4	0.000647287289915278	0.25	10	4	320117567460411	0	-0.16899853223811	0	5.84154770399969e-06	4	15105	0.241707833748152
COX4I1	3.98558121730254	9	0.001149	25.444444	20073.500911	0.000261	0.555556	20	0.000126	43339.613162	1918.601587	2.44188096289901e-05	1918.60158730159	516.1259765625	2.99444444444444	238	7	7	0.0775740148258852	1573	548	-0.105834652454222	1819.15940451417	63683	0.138583638583639	132.222222222222	10	6	0.00162533218724479	0.257209817054394	10	29	2017966985960015	0.555555555555556	0	0.518518518518519	0.518709093346763	9	181383	0.254523956925108
COX5A	4.2923312492025	10	0.001276	12.1	9795.868365	9.1e-05	0.533333	24	0.00014	20313.970662	1769.707973	2.45239146516596e-05	1769.70797258297	415.51416015625	2.72727272727273	131	8	9	0.0764779545510625	855	352	0.00544918102193644	1689.15377983888	22402	0.166666666666667	69.8666666666667	11	6	0.000568435958898663	0.260170025510204	11	34	246588204631856	0.533333333333333	0.763762615825973	0.46	0.460231128773684	10	107694	0.234771553805111
COX5B	3.91973969631236	10	0.001276	20	23362.426074	0.000142	0.511111	23	0.000135	44678.858612	1942.114286	2.52136098802936e-05	1942.11428571429	530.7958984375	2.625	210	8	8	0.0310341404824074	1732	510	-0.135344668071411	1849.71659233699	73515	0.153846153846154	107.333333333333	11	6	0.000886971763825082	0.23085259723741	10	33	600391245385842	0.511111111111111	0	0.54	0.541029540953045	10	245950	0.257643179319999
COX6B1	4.46152864616562	8	0.001021	11.25	804.721226	7.3e-05	0.785714	22	0.00011	1869.080152	1693.415909	2.34260500019833e-05	1693.41590909091	365.48681640625	3.61355311355311	98	7	8	0.0620682809648148	521	252	-0.119007530548451	1625.09492349492	13746	0.255681818181818	77	9	6	0.000455723580602897	0.319604008704176	11	30	158474250572995	0.785714285714286	0	0.40625	0.406441646448924	8	14042	0.224650558382982
COX6C	4.64118923057292	8	0.001021	9.75	1101.72662	1.2e-05	0.785714	22	0.000114	2456.823076	1623.42702	2.27387788227052e-05	1623.42702020202	321.90185546875	0	86	7	8	0.0620682809648148	329	228	-0.0241458704693999	1562.18744673247	9513	0.3046875	67.5714285714286	9	6	7.36907462838506e-05	0.351417595249906	11	30	4145833052898.69	0.785714285714286	0.763762615825973	0.21875	0.219047563841488	8	18825	0.215365749562493
COX7A2L	5.25379609544469	3	0.000383	8.333333	0	2e-06	1	3	5.6e-05	0	1422.535786	1.6782096816819e-05	1422.53578643579	209.007080078125	1	28	3	3	0	73	62	-0.464335664335664	1380.03215621509	2243	0.833333333333333	28	4	3	1.37876503900118e-05	0.516975623582766	12	6	145092459470.634	1	-2.29128784747792	0	3.5726897386068e-05	3	0	0.188715280768896
COX7B	4.6413168304198	7	0.000893	10.857143	18.723676	1.2e-05	0.952381	20	9.8e-05	51.636059	1622.92702	2.2420321255863e-05	1622.92702020202	321.65185546875	5.49901653901654	83	7	7	0.0775740148258852	329	208	-0.165665943796874	1562.14449881784	9404	0.339285714285714	79.0476190476191	8	6	7.34293894685134e-05	0.371733623721597	11	27	4116481497695.35	0.952380952380952	0	0.244897959183674	0.24514826458495	7	770	0.215299418970824
COX7C	4.67040959550849	7	0.000893	7.857143	965.508083	1.1e-05	0.809524	17	0.000106	2188.72435	1610.805592	2.17870512461195e-05	1610.80559163059	314.11279296875	3.88443223443223	62	7	7	0.0775740148258852	303	166	-0.0301820728291317	1552.41363859898	7940	0.561224489795918	50.1904761904762	8	6	7.14410918447396e-05	0.386750540541235	11	24	3896561611269.29	0.809523809523809	0.763762615825973	1.11022302462516e-16	0.000387560412470678	7	16018	0.213691375912795
CP	4.81676661988006	2	0.000255	13.5	7537	2e-06	0	0	8.3e-05	15074	1556.050433	1.04714128751229e-05	1556.05043290043	281.52001953125	0	29	2	1	0	191	60	-0.261904761904762	1505.24368857453	3962	0.5	0	3	1	1.23432575360634e-05	0.5	11	2	116277989670.866	0	0	0.5	0.501394465782807	2	59849	0.206427491761811
CPA4	6.1526094168687	1	0.000128	3	0	0	0	0	4.6e-05	0	1205.227933	7.26702101269283e-06	1205.22793317793	110.874633789062	0	4	1	1	0	13	8	-0.5	1178.42805591273	123	1	NA	2	1	7.22664600750529e-07	1	13	1	398508603.765584	NA	-0.577350269189626	0	9.38305163177278e-05	1	0	0.159886963807096
CPAMD8	6.81893581727702	1	0.000128	3	0	0	0	0	5.6e-05	0	1082.378702	6.38990857911096e-06	1082.36084471084	68.946533203125	0	4	1	1	0	6	8	-0.5	1063.2755239521	23	1	NA	2	1	5.53942848837604e-09	1	13	1	23426.5738417645	NA	0	0	0.000292588142845607	1	0	0.143587270457785
CPB2	4.69376036748756	2	0.000255	28.5	96.046071	3e-06	0	0	5.3e-05	160.690758	1602.563528	1.58576089185236e-05	1602.56352813853	309.79931640625	5.57712177028918	59	2	1	0	307	120	-0.867965367965368	1544.69060758461	7229	0.55	0	3	2	1.5905154999617e-05	0.5	11	2	193073728542.779	0	-0.488554464231068	0	8.62520318681836e-05	2	1426	0.212597974016795
CPE	4.40831951001659	3	0.000383	14	1691.028492	3.2e-05	0	0	6.6e-05	3801.647045	1715.167496	1.78608376955257e-05	1715.1674963925	380.40283203125	0	45	3	1	0	648	96	-0.450320512820513	1644.71008452009	17950	0.342105263157895	0	4	2	0.000202466347382414	0.333333333333333	11	3	31385300404952.9	0	-0.577350269189626	0.666666666666667	0.666909416304634	3	14734	0.227536149693882
CPEB3	4.61031006762792	1	0.000128	9	0	3.9e-05	0	0	3.5e-05	0	1627.262374	9.94114736041494e-06	1627.26237373737	323.5546875	1	10	1	1	0	314	20	-0.8	1572.65074312917	5362	1	NA	2	1	0.000247196110123509	1	11	1	46626928653546	NA	-0.536227775263626	0	1.07552944328404e-07	1	0	0.21587455210101
CPLX1	5.06009952788057	1	0.000128	7	0	5e-06	0	0	4e-05	0	1473.474675	9.29168745850959e-06	1473.47467532468	234.0146484375	0	8	1	1	0	73	16	-0.75	1432.85868468832	1983	1	NA	2	1	3.26502469284553e-05	1	11	1	813440395311.567	NA	-0.577350269189626	0	0.000299786437810479	1	0	0.195472894046807
CPN1	4.49138701033559	5	0.000638	8.8	8478.040551	1.6e-05	0.2	2	0.000133	17428.17016	1677.340512	2.03617608930011e-05	1677.29051226551	354.75048828125	1	49	5	3	0	457	118	-0.111853002070393	1614.29142873377	7883	0.227027027027027	9.8	6	3	9.93022005195849e-05	0.237896296296296	11	7	7524699507308.7	0.2	0.866025403784439	0.72	0.720167952375188	5	59924	0.222511344158335
CPN2	5.45310705627153	1	0.000128	5	0	0	0	0	4.2e-05	0	1363.483009	9.00933516746683e-06	1363.44967532468	178.125244140625	1	6	1	1	0	39	12	-0.666666666666667	1329.59200673905	542	1	NA	2	1	1.91873011852407e-06	1	12	1	2809372881.17929	NA	-0.866025403784439	0	6.80864836770656e-05	1	0	0.180876847350064
CPNE1	4.04619114457063	9	0.001149	9.888889	24289.155285	0.000172	0.027778	1	0.000206	51618.134705	1874.900433	2.49711025561597e-05	1874.85043290043	484.08642578125	1	98	6	2	0	1321	268	0.0881469456469456	1791.90930305897	29992	0.119883040935673	2.72222222222222	10	5	0.00107702841472717	0.117953055936595	11	10	885133138138927	0.0277777777777778	0.30345981387733	0.814814814814815	0.814924587415591	9	185327	0.248719877009859
CPNE2	4.73676151588618	1	0.000128	9	0	1.2e-05	0	0	3.8e-05	0	1586.162374	9.74868673173221e-06	1586.16237373737	300.365234375	0	10	1	1	0	282	20	-0.8	1530.667636442	3587	1	NA	2	1	7.5477695304476e-05	1	11	1	4347764058820.86	NA	-0.5	0	0.000258148470864028	1	0	0.210422177465832
CPNE3	4.6226872527753	1	0.000128	19	0	8.9e-05	0	0	3.1e-05	0	1624.522258	1.03910285481506e-05	1624.52225829726	322.39013671875	0	20	1	1	0	336	40	-0.9	1568.43999116705	7834	1	NA	2	1	0.000559993051482748	1	11	1	239285011270557	NA	-0.536227775263626	0	9.75213233500583e-08	1	0	0.215511045144243
CPNE4	4.12543064948322	4	0.00051	12.5	733.987005	4.4e-05	0	0	7.8e-05	1885.971088	1831.795635	2.08106926948489e-05	1831.79563492063	454.9814453125	0	54	4	1	0	1107	120	-0.403703703703704	1757.49107667564	21898	0.255555555555556	0	5	4	0.000275156409292279	0.25	10	4	57803938603437.3	0	-0.330434019555315	0.625	0.625063819655573	4	6800	0.243008176561493
CPNE7	4.56718131938242	1	0.000128	26	0	1e-05	0	0	3.4e-05	0	1646.568723	1.04719084890021e-05	1646.56872294372	336.12890625	0	27	1	1	0	377	54	-0.925925925925926	1587.50157852094	6753	1	NA	2	1	6.54940409262974e-05	1	11	1	3278864506075.1	NA	-0.536227775263626	0	4.29507841626098e-07	1	0	0.218435755232655
CPOX	4.51882097741483	1	0.000128	18	0	8e-06	0	0	3.6e-05	0	1661.327381	1.02891853378342e-05	1661.32738095238	344.32421875	0	19	1	1	0	424	38	-0.894736842105263	1604.49099226295	7865	1	NA	2	1	4.71234325788861e-05	1	10	1	1694850589059.68	NA	-0.492163469167283	0	0.000149896350034706	1	0	0.22039365626856
CPS1	4.13959423248692	2	0.000255	26.5	28.943571	2.7e-05	0	0	4.6e-05	52.162051	1824.66829	1.5831025900743e-05	1824.66829004329	450.42626953125	0	55	2	1	0	1068	112	-0.819047619047619	1751.47783737131	26171	0.542553191489362	0	3	2	0.000169928991709909	0.5	11	2	22042510554136.2	0	-0.413818027588454	0	2.37619860388172e-06	2	534	0.242062654556009
CPSF1	3.62868444557867	34	0.004339	34.647059	14932.570293	0.003208	0.224599	126	0.000285	30296.977617	2132.626984	3.09727275632534e-05	2132.62698412698	664.904296875	2.23076923076923	1212	22	32	0.0612956326481837	2895	3546	0.0872055400478206	1998.08158098319	552036	0.0898395721925134	272.213903743316	35	17	0.0199314933455463	0.0460746926233116	10	160	306110597463820672	0.224598930481283	1.20720091408061	0.112456747404844	0.112656827834946	34	238735	0.282916819332288
CPSF2	3.64820722215133	33	0.004211	40.666667	16789.019582	0.005648	0.267045	141	0.000281	32660.573055	2125.071032	3.08961926174336e-05	2125.07103174603	660.064453125	1	1375	23	31	0.067864908210304	2822	3806	0.0190776482044219	1987.38917841279	640452	0.0997691906782816	367.1875	34	18	0.0351831936746679	0.0468830455788936	10	174	949020976927730560	0.267045454545455	1.14480979043041	0.11386593204775	0.114057039194634	33	268420	0.281914437748188
CPSF3	3.82072221513334	27	0.003446	34.444444	5868.114052	0.002675	0.236467	83	0.000216	12473.316751	2014.694841	3.050568652473e-05	2014.69484126984	580.970703125	1	957	21	26	0.0606907556106043	2044	2616	-0.0570166952080571	1897.65367531643	411571	0.124214467174756	226.299145299145	28	17	0.0166184630327941	0.0544426109987149	10	110	212926277297087296	0.236467236467236	0.832854172179429	0.0713305898491085	0.0713859244447216	27	85933	0.267271801707309
CPSF4	4.00306239632512	15	0.001914	39.266667	7865.990722	0.00174	0.27619	29	0.00014	15667.305605	1912.291667	2.86146085175958e-05	1912.29166666667	510.84765625	1	604	15	14	0.0609447338446827	1449	1418	-0.338332991891867	1811.21522376642	261125	0.193103448275862	166.819047619048	16	12	0.010811776394779	0.0821986538370662	10	44	90062501232266544	0.276190476190476	0.146551812027261	0	3.99369855329512e-05	15	149501	0.253686875386914
CPSF6	4.00829399004721	8	0.001021	16.625	14334.473331	0.000271	0	0	0.000149	30474.785041	1898.210714	2.48448804459993e-05	1898.21071428571	500.85546875	0	141	6	1	2	1436	338	-0.137400963593965	1808.85123993251	48356	0.128073770491803	0	9	4	0.00169017291117114	0.125	10	8	2182837825149168	0	-0.16899853223811	0.6875	0.687505543737112	8	122093	0.251818879581533
CPSF7	3.9034069159117	7	0.000893	35.428571	3878.317802	0.000624	0.095238	2	8.8e-05	8745.836175	1954.454762	2.52777030482406e-05	1954.45476190476	539.8984375	1	255	7	3	0	1722	552	-0.596189247340142	1857.45624530091	104167	0.178754578754579	24.2857142857143	8	7	0.00388410623197537	0.146637850466695	10	9	11593841942433894	0.0952380952380952	-0.539750548124906	0.571428571428571	0.571432072268258	7	47056	0.25928028149438
CPVL	4.07375271149675	1	0.000128	79	0	0.000197	0	0	3.1e-05	0	1856.684524	1.07358922857458e-05	1856.68452380952	472.1826171875	0	80	1	1	0	1228	160	-0.975	1779.78587984715	37446	1	NA	2	1	0.00123617284300308	1	10	1	1166032256859415	NA	-0.536227775263626	0	2.25806884524005e-06	1	0	0.246309966013454
CPXM2	4.71290034451959	1	0.000128	32	0	8e-06	0	0	3.6e-05	0	1592.890945	1.05039797702271e-05	1592.89094516595	303.541015625	1	33	1	1	0	290	66	-0.939393939393939	1538.41732773792	5150	1	NA	2	1	4.79289811337302e-05	1	11	1	1768722172665.01	NA	-0.787971078505206	0	7.68282224850036e-06	1	0	0.211314797713719
CR1	4.42222789332653	5	0.000638	8.4	2112.512462	1.5e-05	0	0	0.000117	5943.972607	1707.230988	2.14385469974426e-05	1706.93098845599	374.04736328125	5.50199561876032	46	4	1	1	560	112	-0.0953964194373401	1639.53729405315	8282	0.2	0	6	3	9.31142305294366e-05	0.2	11	5	6616303756426.49	0	1.00900919099447	0.56	0.560291566855989	5	15186	0.226443484804455
CR2	4.66875079749904	5	0.000638	5	2496.78562	5e-06	0.1	1	0.000118	6152.58626	1610.673846	2.06175434534745e-05	1610.54051226551	314.05224609375	0	30	4	2	0	347	80	0.0603896103896104	1552.96520812266	6856	0.22	3	6	3	3.3320914265624e-05	0.240493827160494	11	6	847241809063.445	0.1	0.134534558799262	0.72	0.720020660081649	5	19856	0.213656210170545
CRADD	3.96567564118923	7	0.000893	25.571429	7633.660192	0.002449	0.047619	1	0.00012	16999.788316	1922.471429	2.45710923768453e-05	1922.47142857143	518.0771484375	3.37818528221005	186	6	2	0	1595	414	-0.287981097234991	1828.29061424113	66851	0.15633423180593	8.85714285714286	8	5	0.0153427093894961	0.161360898526077	10	8	179620906480902368	0.0476190476190476	0.0758209631122334	0.244897959183674	0.244909507021	7	67143	0.255037334647294
CRCP	4.66594360086768	3	0.000383	13.333333	3.44371	5.9e-05	0.666667	2	5e-05	15.578767	1617.849278	1.84046235421901e-05	1617.84927849928	320.7060546875	0	43	3	3	0	405	92	-0.546753246753247	1553.89952689584	13456	0.416666666666667	28.6666666666667	4	3	0.000365738262405972	0.436711224489796	11	5	103113659832352	0.666666666666667	-1.12880748987874	0.444444444444444	0.444447759880823	3	72	0.214625799747854
CRCT1	4.07885670537195	2	0.000255	57	0	9e-05	1	1	4.8e-05	0	1858.840079	1.61112535305217e-05	1858.84007936508	474.212890625	0	116	2	2	0	1238	234	-0.929761904761905	1777.55878120503	35512	0.548076923076923	116	3	2	0.000563093538864153	0.518394719585822	10	3	242011164300777	1	-0.413818027588454	0	5.72938223319941e-06	2	0	0.246595924564204
CREB1	3.47148143422228	22	0.002808	29.409091	79060.557441	0.00058	0.025974	6	0.000327	157836.090503	2225.280556	2.9795210573682e-05	2225.28055555556	732.7666015625	1	669	14	4	0	3534	1800	0.0992733380267133	2088.56296405205	277706	0.0558491895701198	17.3766233766234	23	10	0.00361965355115455	0.0478327051836364	10	28	10008731240530434	0.025974025974026	0.565459953812921	0.756198347107438	0.756222701182447	22	740494	0.295208351758471
CREB3L1	5.12466505040194	4	0.00051	6.5	158.599142	1e-06	0.333333	2	8.8e-05	641.090502	1461.886941	1.90965752262915e-05	1461.88694083694	230.014404296875	2.11111111111111	30	3	3	0	109	72	-0.10108604845447	1414.80613515263	2585	0.3125	10	5	3	6.57654938620284e-06	0.351666666666667	12	6	33040197686.198	0.333333333333333	-0.414177220403423	0	1.47175448687031e-05	4	1864	0.193935651477461
CREB3L2	5.20722215133342	1	0.000128	7	0	1e-06	0	0	3.8e-05	0	1429.538961	9.46746945710517e-06	1429.53896103896	210.596923828125	0	8	1	1	0	48	16	-0.75	1392.37530936803	1202	1	NA	2	1	4.845695007786e-06	1	12	1	17917595092.0492	NA	-0.866025403784439	0	0.000103098202404506	1	0	0.189644330198878
CREB3L3	5.07349751180299	3	0.000383	10	120.996299	3e-06	0.666667	2	6.4e-05	442.47428	1478.226659	1.77585866655973e-05	1478.22665945166	239.307861328125	0	33	3	3	0	120	72	-0.46031746031746	1429.07482206182	3854	0.476190476190476	22	4	3	1.92301610327195e-05	0.452621416182022	12	5	282984651376.471	0.666666666666667	-0.687534185869682	0	1.30286320101369e-05	3	2295	0.196103297884294
CREB3L4	4.44455786653056	5	0.000638	11	3759.427095	1.7e-05	0.1	1	1e-04	8459.377152	1700.032179	2.16101411908921e-05	1700.03217893218	370.12060546875	0	60	4	2	0	542	140	-0.167171717171717	1631.30006890216	14669	0.212244897959184	6	6	3	0.000104805915486926	0.228011111111111	11	6	8384912746808.36	0.1	-0.414177220403423	0.32	0.320017706056148	5	36925	0.225528280569406
CREB5	4.06060992726809	12	0.001531	15.333333	9574.816704	7.1e-05	0.287879	19	0.000193	19727.819852	1878.032179	2.6981073625282e-05	1878.03217893218	487.86572265625	1	196	8	10	0.0427592417900447	1420	524	0.0252631439980864	1785.54642868366	65101	0.145833333333333	56.4242424242424	13	6	0.000443644406979957	0.133699391484688	11	31	150395821911079	0.287878787878788	1.49932153786039	0.152777777777778	0.153519456895639	12	106443	0.24914197120351
CREBBP	3.06813831823402	110	0.014038	25.418182	549298.789336	0.004209	0.025354	152	0.001513	1021229.995729	2580.425794	3.22970448087848e-05	2580.42579365079	984.203125	0	2906	32	78	0.0789054252679221	5120	17802	0.672327758891645	2363.12929923061	1414553	0.0177957923180853	73.6800667222686	111	12	0.0262792626466185	0.0116324820362215	9	262	527631692991640512	0.0253544620517098	7.29799607594737	0.598347107438016	0.59905448830472	110	6514150	0.342322339300964
CREBRF	4.87954574454511	1	0.000128	21	0	7.2e-05	0	0	2.7e-05	0	1541.057215	1.0469221144043e-05	1541.05721500722	275.2578125	0	22	1	1	0	266	44	-0.909090909090909	1485.87756596323	7900	1	NA	2	1	0.000446170404245246	1	11	1	153072111558049	NA	-0.726923919075498	0	7.56307146909663e-08	1	0	0.204438473734057
CREBZF	5.14201862957764	2	0.000255	4	74.516989	1e-06	0	0	6.7e-05	238.537899	1451.114755	1.30619733949589e-05	1451.11475468975	222.76953125	1	10	2	1	0	76	22	-0.333333333333333	1410.03136632091	1319	0.5	0	3	2	5.20919434529964e-06	0.5	11	2	20713233042.3986	0	0.866025403784439	0	0.000326602255528385	2	363	0.192506600516042
CREG1	4.33265280081664	1	0.000128	70	0	4.8e-05	0	0	2.9e-05	0	1748.280195	1.07248871924721e-05	1748.24686147186	402.19775390625	0	71	1	1	0	791	142	-0.971830985915493	1673.43378000295	29642	1	NA	2	1	0.000295984790292077	1	11	1	67204216849817.4	NA	-0.726923919075498	0	1.09879411558378e-06	1	0	0.23192449740937
CRELD2	5.80145463825443	1	0.000128	2	0	0	0	0	5.6e-05	0	1276.396501	6.29941988248843e-06	1276.3965007215	137.917236328125	0	3	1	1	0	21	6	-0.333333333333333	1249.75682927902	195	1	NA	2	1	1.59250498486946e-07	1	12	1	19355000.3487803	NA	0	0	0.000181582563485327	1	0	0.169328270193884
CREM	3.8036238356514	10	0.001276	24.6	30233.410187	0.00038	0.022222	1	0.000188	59839.731713	2015.383333	2.53670570879951e-05	2015.38333333333	583.671875	0	256	7	2	0	2240	602	0.00555868354494148	1906.18417256533	109987	0.105777777777778	5.68888888888889	11	6	0.00237628802129251	0.101961451247166	10	11	4309409095438044	0.0222222222222222	1.5	0.7	0.705641908719585	10	286406	0.267363137879168
CRHR1	0.00140359831568202	2	0.000255	2	0.5	0	0	0	0.000124	1	3.083333	1.25659365076995e-06	3.08333333333333	2.4375	0	6	2	1	0	4	14	0	2.27272727272727	16	1	0	3	2	2.13319608444695e-16	0.5	4	2	2.38772627746421	0	0	0	3.61398709847194e-08	2	1	0.616666666666667
CRHR2	0.000893198928161286	3	0.000383	2	6.5	0	0	0	0.000182	13	4	1.25659365560556e-06	4	3	1	9	2	1	0	5	24	0.2	3.57142857142857	23	0.5	0	4	2	3.17941327236042e-16	0.333333333333333	2	3	3.18315980827349	0	0	0.444444444444444	0.444444481922828	3	9	0.8
CRIP2	4.52226617328059	4	0.00051	8.5	1353.305634	5e-06	0	0	9.1e-05	3554.766178	1661.103175	2.0154283373618e-05	1661.10317460317	343.69921875	1	38	4	1	0	380	88	-0.279657477025898	1603.2686436613	7278	0.25	0	5	3	3.05257469373341e-05	0.25	10	4	711551993769.013	0	-0.413818027588454	0.625	0.625002017901817	4	8350	0.220363912788963
CRIPAK	4.18795457445451	1	0.000128	41	0	2.6e-05	0	0	3.2e-05	0	1799.495238	1.06451252417517e-05	1799.49523809524	433.076171875	0	42	1	1	0	919	84	-0.952380952380952	1731.25267359313	20718	1	NA	2	1	0.000162368838207986	1	10	1	20120504056351.1	NA	-0.547680114565817	0	2.61479707441836e-06	1	0	0.23872316769636
CRIPT	4.15273701671558	2	0.000255	54.5	4081.677039	2.3e-05	0	0	5.3e-05	8719.615294	1819.901623	1.60934261570964e-05	1819.85162337662	446.62939453125	2.875	111	2	1	0	928	224	-0.929197994987469	1745.93467506529	23987	0.5	0	3	2	0.000143079223081912	0.5	11	2	15627968954663	0	-0.330434019555315	0.5	0.501179443818505	2	23685	0.241423669856268
CRK	3.18501977797627	83	0.010592	21.301205	384971.961804	0.003394	0.034969	119	0.001371	754080.831354	2465.369444	3.19357995769076e-05	2465.36944444444	901.9677734375	0	1851	22	60	0.0686542434711873	4705	10508	0.689784250764584	2276.40895797444	919233	0.0200841534075232	64.7278871583897	84	11	0.0212515105395443	0.0191956215438907	10	202	344633983081221696	0.0349691448721716	4.50275282327466	0.599796777471331	0.600655504107858	83	3647757	0.327058827864724
CRKL	3.46127344647186	16	0.002042	51.25	11206.037128	0.001935	0.2	24	0.000237	22418.36832	2232.012698	2.88176530174382e-05	2232.0126984127	738.1767578125	1	837	13	15	0.0868995613776964	3503	1914	-0.16780745339081	2094.72255400723	434781	0.0878001715265866	167.4	17	10	0.012123229766595	0.0750240339428666	10	40	112147995377115504	0.2	0.765432449272708	0.21875	0.219103545788193	16	123181	0.296101445796299
CRLF2	4.81204542554549	1	0.000128	8	0	3e-06	0	0	3.4e-05	0	1555.11829	9.78123704681031e-06	1555.11829004329	280.56298828125	0	9	1	1	0	225	18	-0.777777777777778	1506.72051336445	4111	1	NA	2	1	1.66385336280892e-05	1	11	1	211273278868.486	NA	-0.547680114565817	0	1.29378790125756e-07	1	0	0.206303832587342
CRMP1	3.89855812173025	12	0.001531	16.083333	23107.373838	0.000185	0.045455	3	0.00022	48231.561054	1957.018651	2.69104752499699e-05	1957.01865079365	541.228515625	1.8	205	7	4	0	1801	542	0.139251207336668	1859.7664386476	61447	0.0981953290870488	9.31818181818182	13	6	0.00115610763657756	0.0896277682905221	10	15	1019918174016935	0.0454545454545455	-0.244654138295388	0.625	0.625039833796071	12	213375	0.259620410028325
CRNKL1	3.59423248692102	44	0.005615	52.363636	8204.056413	0.00758	0.472516	447	0.000316	14797.196024	2161.726984	3.14286875721593e-05	2161.67698412698	684.935546875	2.82926829268293	2348	36	44	0.0900334795148427	3014	6588	-0.0573208750100615	2017.23388241977	1111339	0.116883116883117	1109.46723044397	45	23	0.0470658655572317	0.0447186391550497	10	491	1709620730891446528	0.472515856236786	1.89350327423278	0.0444214876033058	0.0447884684899	44	178877	0.286770626708249
CROCC	5.43064948322062	1	0.000128	4	0	0	0	0	4.1e-05	0	1370.94733	8.6060518738676e-06	1370.94733044733	182.263427734375	0	5	1	1	0	43	10	-0.6	1335.09031954887	547	1	NA	2	1	2.30442716015611e-06	1	12	1	4052560197.00881	NA	0	0	0.000187781495062045	1	0	0.181871495150896
CROT	4.60546127344647	1	0.000128	50	0	4e-06	0	0	3.9e-05	0	1632.115115	1.05715100397182e-05	1632.11511544012	327.00634765625	1	51	1	1	0	331	102	-0.96078431372549	1574.30648602222	7545	1	NA	2	1	2.5245405563507e-05	1	11	1	486469092840.492	NA	-0.23557505512641	0	0.000239271782619954	1	0	0.21651832255773
CRP	4.48819701416358	5	0.000638	6.8	3738.661802	7e-06	0	0	0.000114	8653.82543	1680.916306	2.10984679339108e-05	1680.61630591631	357.57080078125	0	38	5	1	1	526	96	-0.053781512605042	1615.43879001535	9215	0.215384615384615	0	6	3	4.13080489002129e-05	0.2	11	5	1302457853972.97	0	0.711659994885488	0.56	0.560067624775826	5	33588	0.222952547879586
CRTC1	4.00523159372209	3	0.000383	33.666667	991.563354	1e-04	0	0	5.9e-05	2320.16294	1893.622655	1.91619469812592e-05	1893.62265512266	497.63134765625	1	104	3	1	0	1439	214	-0.758095238095238	1810.23428589633	38115	0.333333333333333	0	4	3	0.00062388794304195	0.333333333333333	11	3	297133658236289	0	-0.291408279913282	0	5.74789331397874e-06	3	7948	0.251210222223738
CRTC2	4.03981115222662	2	0.000255	61	389.312844	9.6e-05	0	0	4.7e-05	788.120397	1879.838095	1.60293137647891e-05	1879.7880952381	488.8046875	0	124	2	1	0	1364	250	-0.897058823529412	1794.73922931143	47032	0.504201680672269	0	3	2	0.000601310773530019	0.5	10	2	276156359388026	0	-0.413818027588454	0	5.49740421973421e-06	2	3384	0.249374913138496
CRX	3.83731019522777	6	0.000766	36.166667	18406.806314	0.000209	0	0	0.000153	37941.549495	1991.644048	2.05155599290946e-05	1991.64404761905	566.84765625	0	223	4	1	1	2080	476	0.0121278305074756	1889.45047052173	105447	0.18127147766323	0	7	3	0.00130623991472652	0.166666666666667	10	6	1303069685890514	0	1.92668658897113	0.444444444444444	0.447480721558579	6	167168	0.264213856144719
CRY1	4.82812300625239	3	0.000383	3.333333	183.29046	8e-06	0	0	7.6e-05	691.283427	1551.945707	1.5843127698844e-05	1551.94570707071	278.974609375	1	13	3	1	0	177	32	-0.0285714285714286	1501.7031555579	3457	0.388888888888889	0	4	2	4.8341229281355e-05	0.333333333333333	11	3	1783386132417.06	0	0.540061724867322	0	0.000106733045419971	3	1566	0.205882953975962
