name	Gene2
SPP1	ITGAV
SPTBN2	RAB1A
SPTBN2	ACTA1
SPTBN2	NCAM1
SPTBN2	SPTAN1
SPTBN2	MINK1
SPTBN2	DCTN1
SPTBN2	ANK1
SPTBN2	DYNLL1
SPTBN2	FYN
SPTBN2	ANK3
SPTBN2	SPTA1
SPTBN2	CELSR3
STYXL1	AES
STYXL1	SMC1A
STYXL1	TGFBR1
STYXL1	SRPRB
TERT	MTOR
TERT	HSP90AA1
TERT	SMARCA4
TERT	ABL1
TERT	AKT1
TERT	SRC
TERT	DKC1
TERT	PRKCA
TERT	NCL
TERT	CTNNB1
TERT	RELA
TERT	XRCC5
TGFA	ERBB2
TGFA	EGFR
TGFA	ERBB4
TGFB1	DAXX
TGFB1	SMAD3
TGFB1	ITGAV
TGFB1	APP
TGFB1	SMAD2
TGFB1I1	VHL
TGFB1I1	SDC4
TGFB1I1	PTK2B
TGFB1I1	FKBP1A
TGFB1I1	PXN
TGFB1I1	CCNA1
TGFB1I1	AR
TGFB1I1	SMAD3
TGFB1I1	CRKL
TGFB1I1	SVIL
TGFB1I1	PTK2
TGFB1I1	EP300
TGFB1I1	NR3C1
TGFB1I1	CSK
TGFB1I1	SMAD4
TGFBR1	ITK
TGFBR1	ZFYVE9
TGFBR1	RHOA
TGFBR1	CDK6
TGFBR1	CTNNB1
TGFBR1	RAN
TGFBR1	CSNK1D
TGFBR1	SMAD7
TGFBR1	BMPR1B
TGFBR1	PPP2R2A
TGFBR1	RTKN
TGFBR1	RNF5
TGFBR1	AP2B1
TGFBR1	CHN1
TGFBR1	SMAD4
TGFBR1	FKBP1A
TGFBR1	CAV1
TGFBR1	XIAP
TGFBR1	CDK4
TGFBR1	TGFB3
TGFBR1	CD44
TGFBR1	IKBKB
TGFBR1	PML
TGFBR1	SMAD2
TGFBR1	PAK1
TGFBR1	TGFB1
TGFBR1	RHOG
TGFBR1	PARD6A
TGFBR1	ARL4D
TGFBR1	LIMS1
TGFBR1	CHUK
TGFBR1	PIK3R1
TGFBR1	CLU
TGFBR1	EFNA1
TGFBR1	SMAD3
TGFBR1	SMAD1
TGFBR1	RPS27A
TGFBR1	CHN2
TGFBR1	STAT1
TGFBR1	CSNK2A2
TGFBR1	GNB2
TGFBR1	BMPR2
TGFBR2	CCNB1
TGFBR2	CTNNB1
TGFBR2	PAK1
TGFBR2	TGFBR1
TGFBR2	ACVRL1
TGFBR2	ZFYVE9
TGFBR2	SCRIB
TGFBR2	ARHGEF6
TGFBR2	SMAD4
TGFBR2	CLU
TGFBR2	DAXX
TGFBR2	SMAD3
TGFBR2	TGFB2
TGFBR2	TGFB1I1
TGFBR2	AP2B1
TGFBR2	PML
TGFBR2	TGFB3
TGFBR2	TGFB1
TGFBR2	SMAD2
TGFBR2	ENG
TGFBR2	CDK1
TGFBR2	PIK3R1
TGFBR2	PIK3R2
TGFBR2	SMAD7
TGFBR2	CD44
TGFBR2	DAB2
TGM2	PXN
TGM2	CDH1
TGM2	GSTP1
TGM2	SMAD3
TGM2	SMAD2
TGM2	RHOA
TGM2	RB1
TGM2	RELA
TGM2	NFKBIA
TGM2	HTT
TGM2	ITGB3
TGM2	ITGB1
THSD7A	ASAP2
TIAM1	CFTR
TIAM1	PRKCD
TIAM1	YWHAH
TIAM1	PARD3
TIAM1	NOL3
TIAM1	EPHA2
TIAM1	PPP1R9B
TIAM1	IGHM
TIAM1	PRKCG
TIAM1	YWHAG
TIAM1	PRKCE
TIAM1	SRC
TIAM1	ALB
TIAM1	RAC1
TIAM1	PRKCA
TIAM1	MAPK8IP1
TIAM1	HRAS
TIAM1	ABCA1
TIAM1	CD44
TIAM1	CAMK2G
TIAM1	EFNB1
TIAM1	ANK1
TIAM1	GRIN1
TIAM1	MYC
TNFAIP6	ACAN
TNFAIP6	THBS1
TRAF1	BIRC2
TRAF1	SRC
TRAF1	TNFRSF11A
TRAF1	SFPQ
TRAF1	TRAF2
TRAF1	HSPA8
TRAF1	TANK
TRAF1	TNFRSF1B
TRAF1	HSPA1A
TRAF1	TRIM37
TRAF1	C1QBP
TRAF1	CFLAR
TRAF1	CASP8
TRAF1	CD40
TRAF1	RPS27A
TRAF1	NAP1L1
TRAF1	TNFRSF17
TRAF1	NONO
TRAF1	CASP10
TRAF1	TRADD
TRAF1	CASP2
TRAF1	HSP90AA1
TRAF1	MAP3K14
TRAF1	BIRC3
TRAF1	DNAJA1
TRAF1	MAP3K5
VCAN	ACAN
VCAN	CD44
VCAN	FBN1
VCAN	ITGB1
VCAN	SELPLG
VCAN	ADAMTS1
VLDLR	APOE
VLDLR	CD36
VLDLR	AP2B1
VLDLR	LRPAP1
VLDLR	CLTC
VLDLR	LPL
VLDLR	CLU
VLDLR	DAB1
WNT3A	DVL3
WNT3A	CTNNB1
WNT3A	GPC3
WNT3A	FZD1
WNT3A	FZD8
WNT3A	DKK1
WNT3A	DLG1
WNT3A	WNT2
WNT3A	DLG4
WNT3A	GSK3B
WNT3A	LRP1
WNT3A	GSK3A
WNT3A	AXIN1
WNT3A	SFRP2
WNT3A	FZD5
WNT3A	LRP6
WNT3A	SFRP1
WNT3A	DVL2
WNT3A	PORCN
WNT3A	FZD6
WNT3A	DLG2
WNT3A	DVL1
WNT3A	RYK
WNT3A	FZD7
WNT3A	FZD3
WNT3A	WNT1
WNT3A	LRP5
YWHAH	THRA
YWHAH	MED1
YWHAH	RAF1
YWHAH	RABEP1
YWHAH	CDC25B
YWHAH	KCNK3
YWHAH	ARRB1
YWHAH	YWHAB
YWHAH	IRS1
YWHAH	ARAF
YWHAH	NCOA1
YWHAH	ABLIM1
YWHAH	MARK3
YWHAH	CREBBP
YWHAH	BRAF
YWHAH	CDKN1B
YWHAH	TP53BP2
YWHAH	CGN
YWHAH	IGF1R
YWHAH	FOXO3
YWHAH	JUN
YWHAH	MTOR
YWHAH	MAP3K5
YWHAH	PARD6A
YWHAH	TSC2
YWHAH	PARD6B
YWHAH	NEK1
YWHAH	ABL1
YWHAH	NCOA2
YWHAH	PDPK1
YWHAH	ESR2
YWHAH	YWHAG
YWHAH	HSPA8
YWHAH	SLC25A6
YWHAH	PARD3
YWHAH	PRKCI
YWHAH	NCOA3
YWHAH	NR3C1
YWHAH	SNRPE
YWHAH	CDK16
YWHAH	ESR1
YWHAH	MAP3K3
YWHAH	C1QBP
YWHAH	HNRNPD
YWHAH	TSC1
YWHAH	ARRB2
YWHAH	SRC
ZHX3	NFYA
ZHX3	ATXN1
ZHX3	ZHX2
ZHX3	ZHX1
ZNF8	SMAD5
ZNF8	SMAD2
ZNF8	SMAD3
ZNF8	SMAD4
ZNF8	SMAD1
ABL1	GRB2
ABL1	FLNA
ABL1	BTK
ABL1	SLC24A1
ABL1	RPP38
ABL1	NFASC
ABL1	ARHGEF11
ABL1	GRIP2
ABL1	TMPO
ABL1	GRIN2D
ABL1	NCKIPSD
ABL1	MDM2
ABL1	YTHDC1
ABL1	DOK1
ABL1	AKAP6
ABL1	LRP2
ABL1	SHANK3
ABL1	CRKL
ABL1	MMAB
ABL1	NBEA
ABL1	RAN
ABL1	POLR2A
ABL1	ARHGAP17
ABL1	RAD51
ABL1	CENPA
ABL1	RTL8C
ABL1	SPTA1
ABL1	G3BP2
ABL1	SELENON
ABL1	MAPT
ABL1	SNX3
ABL1	PXDN
ABL1	DNASE1L2
ABL1	TERF1
ABL1	SNX8
ABL1	DOK3
ABL1	RGS20
ABL1	FYB1
ABL1	PDE4D
ABL1	NPVF
ABL1	PRKD1
ABL1	ABI1
ABL1	EPB41L3
ABL1	CD2AP
ABL1	CHRD
ABL1	MIA2
ABL1	CD19
ABL1	CDK5
ABL1	SORBS1
ABL1	PTPN6
ABL1	PAX3
ABL1	SPTAN1
ABL1	DNM1
ABL1	HNRNPR
ABL1	DUSP15
ABL1	WNK2
ABL1	CREB1
ABL1	BMP8B
ABL1	ASAP1
ABL1	MTOR
ABL1	SCARF2
ABL1	BRCA2
ABL1	OGN
ABL1	EVL
ABL1	MAP4K5
ABL1	APOL5
ABL1	CDK1
ABL1	HCN4
ABL1	ZDHHC16
ABL1	CSMD2
ABL1	MAPK12
ABL1	NTRK1
ABL1	CDC42
ABL1	PTPN4
ABL1	TP73
ABL1	CBL
ABL1	F2RL2
ABL1	PRICKLE3
ABL1	PPP3CA
ABL1	SOS2
ABL1	YWHAB
ABL1	FLNC
ABL1	APBB1
ABL1	DDB1
ABL1	GTF2IRD1
ABL1	CKAP5
ABL1	SORBS2
ABL1	GTF3A
ABL1	GLYAT
ABL1	PRX
ABL1	DLGAP3
ABL1	EPHB2
ABL1	ATM
ABL1	DLGAP2
ABL1	SLC9A2
ABL1	GSTZ1
ABL1	AIRE
ABL1	RIMS1
ABL1	SFN
ABL1	EPS15
ABL1	SP1
ABL1	BIN1
ABL1	PAK2
ABL1	JAK2
ABL1	TULP4
ABL1	DDB2
ABL1	C3
ABL1	MAP4K1
ABL1	CTNNA2
ABL1	CNTNAP1
ABL1	RYBP
ABL1	TSKS
ABL1	DLGAP4
ABL1	RASA1
ABL1	CAST
ABL1	PLCG1
ABL1	ATR
ABL1	CAV1
ABL1	SHC1
ABL1	EFNA5
ABL1	WASF1
ABL1	MAPK11
ABL1	INPPL1
ABL1	VPS13A
ABL1	RIN3
ABL1	SF3B4
ABL1	CABLES1
ABL1	NEK8
ABL1	FAM110A
ABL1	PKD1
ABL1	SLIT2
ABL1	MED14
ABL1	ABR
ABL1	CABLES2
ABL1	CDKN1B
ABL1	ZAP70
ABL1	RB1
ABL1	UHMK1
ABL1	CASP9
ABL1	CELSR3
ABL1	OSBPL5
ABL1	CNTFR
ABL1	ANTXR1
ABL1	ACAP1
ABL1	NFS1
ABL1	NELFB
ABL1	APP
ABL1	SNX12
ABL1	RTN4
ABL1	JAK1
ABL1	GAD1
ABL1	SLIT1
ABL1	PTPN18
ABL1	CYP4F2
ABL1	CTNNB1
ABL1	GPR45
ABL1	SRC
ABL1	CTNND2
ABL1	BRPF3
ABL1	DKKL1
ABL1	PAG1
ABL1	WASL
ABL1	ADAM15
ABL1	ORC1
ABL1	YWHAG
ABL1	LRBA
ABL1	SUV39H2
ABL1	GPX1
ABL1	EFS
ABL1	SLC22A3
ABL1	RAD9A
ABL1	NCSTN
ABL1	CDKL5
ABL1	HOXC8
ABL1	ABI2
ABL1	GSX2
ABL1	TMEM74B
ABL1	BAZ2A
ABL1	MUC1
ABL1	CTNNA1
ABL1	ST5
ABL1	RAD52
ABL1	TUB
ABL1	SYNJ2
ABL1	HCN2
ABL1	MEPE
ABL1	SH3BP2
ABL1	VAV1
ABL1	ROS1
ABL1	DNM3
ABL1	FYN
ABL1	NXPH3
ABL1	GABBR1
ABL1	DLX4
ABL1	ASB16
ABL1	AHSG
ABL1	PSTPIP1
ABL1	DLGAP1
ABL1	LIG3
ABL1	XPO1
ABL1	BCAR1
ABL1	DOCK3
ABL1	DDX41
ABL1	POLD1
ABL1	NEDD9
ABL1	MAPK14
ABL1	DNM2
ABL1	RAPGEF1
ABL1	CDC27
ABL1	BRCA1
ABL1	NOTCH3
ABL1	CCKBR
ABL1	HEXA
ABL1	PRKDC
ABL1	LTBP2
ABL1	TERT
ABL1	JUN
ABL1	YWHAZ
ABL1	ROBO1
ABL1	PLSCR1
ABL1	C6
ABL1	RFX1
ABL1	PXN
ABL1	P2RX7
ABL1	ABL2
ABL1	YWHAH
ABL1	TRIM39
ABL1	FOXF2
ABL1	SH3BP1
ABL1	RIN1
ABL1	NCK1
ABL1	CRK
ABL1	CAT
ABL1	KIT
ABL1	SHD
ABL1	MKI67
ABL1	ACTA1
ABL1	PDIA2
ABL1	CUL7
ABL1	NCKAP5
ABL1	HCK
ABL1	PKN2
ABL1	SOS1
ABL1	GRB10
ABL1	CDON
ABL1	SHE
ABL1	NKX2-1
ABL1	VPREB1
ABL1	SEMA7A
ABL1	GNS
ABL1	TGOLN2
ABL1	PTPN12
ACAN	MMP3
ACAN	TNFAIP6
ACAN	MMP14
ACAN	MMP8
ACAN	MMP2
ACAN	FBLN2
ACAN	HAPLN1
ACAN	ADAMTS4
ACAN	TNR
ACAN	MMP1
ACAN	MMP19
ACAN	LUM
ACAN	FBLN1
ACAN	MMP20
ACAN	VCAN
ACAN	ADAMTS5
AES	TLE1
AES	GABARAP
AES	PRDM1
AES	MSX1
AES	ATN1
AES	TLE3
AES	HMGB1
AES	PTRH2
AES	GFI1B
AES	CCL7
AES	SH3GL3
AES	AKR1B1
AES	SIX3
AES	AR
AES	STYXL1
AES	SIX2
AES	DUSP26
AES	LEF1
AES	RUNX1
AES	SNCAIP
AES	MED31
AES	SIX6
AES	SIX1
AES	POU2F1
AES	GTF2E1
AP2B1	EPHB4
AP2B1	AAK1
AP2B1	TENT5C
AP2B1	NECAP2
AP2B1	AP2A2
AP2B1	OCRL
AP2B1	DNM2
AP2B1	ITSN1
AP2B1	EPN1
AP2B1	EPN2
AP2B1	ADRB2
AP2B1	TUBGCP4
AP2B1	TGFBR2
AP2B1	EPHB2
AP2B1	FCHO2
AP2B1	ATP6V1G1
AP2B1	PICALM
AP2B1	AGFG1
AP2B1	SYNJ2
AP2B1	SYT11
AP2B1	UBC
AP2B1	CLTC
AP2B1	AP1M1
AP2B1	BIN1
AP2B1	EPHB6
AP2B1	ITSN2
AP2B1	SLC2A8
AP2B1	ARRB2
AP2B1	CLTB
AP2B1	FCHO1
AP2B1	TGFBR1
AP2B1	CLTCL1
AP2B1	GAK
AP2B1	NUP54
AP2B1	DHX58
AP2B1	CLINT1
AP2B1	SNAP91
AP2B1	VLDLR
AP2B1	AP1M2
AP2B1	AP2S1
AP2B1	LDLRAP1
AP2B1	DNM3
AP2B1	DNM1
AP2B1	EPHB3
AP2B1	ACVR1
AP2B1	RIBC2
AP2B1	BUB1
AP2B1	SMURF1
AP2B1	ARRB1
AP2B1	MLH1
AP2B1	KIAA0408
AP2B1	ATM
AP2B1	THAP1
AP2B1	MEA1
APC	UBA52
APC	KIFAP3
APC	MUC1
APC	CDC20
APC	DVL1
APC	DVL3
APC	CSNK1E
APC	SFN
APC	DLGAP1
APC	TRIM28
APC	GSK3A
APC	PPP2CA
APC	IQGAP1
APC	PPP2R5A
APC	SEC23A
APC	LEF1
APC	PRKACA
APC	AXIN2
APC	TCF7L1
APC	RP1
APC	PTPN13
APC	AXIN1
APC	MAPRE1
APC	DVL2
APC	DLG3
APC	ZRANB1
APC	MAPRE2
APC	SIAH1
APC	GSK3B
APC	DLG1
APC	TCF7
APC	KRT9
APC	TFAP2A
APC	CTNNA1
APC	XPO1
APC	KRT1
APC	CSNK2A1
APC	CTBP1
APC	BUB1
APC	ARHGEF4
APC	MCM5
APC	CAPZA2
APP	TM2D1
APP	CDK5
APP	PSEN1
APP	IDE
APP	CRYAB
APP	CASP4
APP	NUMBL
APP	BLMH
APP	COL4A2
APP	CAV1
APP	LRP1B
APP	CASP8
APP	ITM2B
APP	APBA2
APP	UCHL1
APP	LAMA1
APP	PRSS1
APP	OMA1
APP	APBB1
APP	COL1A2
APP	LDLRAP1
APP	SNCA
APP	DNM1
APP	APBA1
APP	LRP1
APP	STXBP1
APP	GPC1
APP	DNAH1
APP	ACHE
APP	COL4A6
APP	MAP3K5
APP	F11
APP	BACE2
APP	TGFB2
APP	CLU
APP	YWHAZ
APP	HSD17B10
APP	PRNP
APP	PSEN2
APP	HADHB
APP	CTSD
APP	APOA1
APP	BACE1
APP	COL4A1
APP	NF1
APP	GSN
APP	NEFL
APP	HSP90AA1
APP	APBA3
APP	COL4A3
APP	GRB2
APP	GFAP
APP	NID1
APP	COL25A1
APP	F12
APP	CASP3
APP	HSPA8
APP	SHC1
APP	MBP
APP	MYH9
APP	TGFB1
APP	APOE
APP	APBB2
APP	GSK3B
APP	SPON1
APP	FLOT1
APP	NSF
APP	KLC1
APP	SNCB
APP	NCSTN
APP	SHC3
APP	NECAB3
APP	DAB1
APP	BCAP31
APP	CALR
APP	NUMB
APP	MAPK8IP1
APP	DAB2
APP	PRSS3
APP	APBB3
APP	APPBP2
APP	SPTAN1
APP	PPIA
APP	KNG1
APP	SERPINA3
APP	COL4A5
APP	CLSTN1
APP	TP53BP2
APP	FBLN1
APP	NAE1
APP	PRSS2
APP	HMOX2
ARID1A	SMARCD2
ARID2	SMARCC2
ARID2	SMARCC1
ATN1	PRRC2B
ATN1	FBLN5
ATN1	MDFI
ATN1	FBLN2
ATN1	BAIAP2
ATN1	CACNB1
ATN1	DVL2
ATN1	KRTAP4-12
ATN1	CHRD
ATN1	FBLN1
ATN1	NCK2
ATN1	LRP2
ATN1	PSMA3
ATN1	SYVN1
ATN1	PSME3
ATN1	CRIP2
ATN1	MAGI2
ATN1	RBFOX2
ATN1	PCSK5
ATN1	SIAH2
ATN1	NELL1
ATN1	CRACR2A
ATN1	TLE1
ATN1	PRRC2A
ATN1	LTBP1
ATN1	CASP1
ATN1	PLSCR1
ATN1	LTBP4
ATN1	RCHY1
ATN1	JAG2
ATN1	ARF3
ATN1	RBPMS
ATN1	GIGYF1
ATN1	LENG8
ATN1	EFEMP2
ATN1	ALG13
ATN1	SPAG5
ATN1	KRT31
ATN1	KAT7
ATN1	LYST
ATN1	MAGI1
ATN1	USP54
ATN1	RBFOX1
ATN1	MBP
ATN1	CASP3
ATN1	WWP2
ATN1	CBFA2T2
ATN1	ITCH
ATN1	ECM1
ATN1	KAT6A
ATN1	TEP1
ATN1	EWSR1
ATN1	STXBP4
ATN1	RERE
ATN1	KAT6B
ATN1	GCC1
ATN1	ZMYND8
ATN1	RAD54L2
ATN1	AGRN
ATN1	SLIT1
ATN1	ZNF862
ATN1	MAP7D1
ATN1	NELL2
ATN1	ZSWIM8
ATN1	RBM10
ATN1	DMPK
ATN1	WWP1
ATN1	MEGF11
ATN1	SIAH1
ATN1	GRN
ATN1	PFKL
ATN1	BAG6
ATN1	CASP7
ATN1	EFEMP1
ATN1	WDR5
ATN1	MEGF8
ATN1	RNF31
ATN1	MEGF6
AXIN1	CSNK1A1
AXIN1	RUNX2
AXIN1	SMYD2
AXIN1	LRP5
AXIN1	SENP2
AXIN1	DIXDC1
AXIN1	CSNK1E
AXIN1	MAP3K4
AXIN1	DVL1
AXIN1	APC2
AXIN1	FZD1
AXIN1	GAK
AXIN1	DAB2
AXIN1	PPP2CB
AXIN1	WNT1
AXIN1	CRMP1
AXIN1	WNT3A
AXIN1	CDH2
AXIN1	PPP2R5C
AXIN1	NCK2
AXIN1	GSK3A
AXIN1	FZD5
AXIN1	PPP2R5B
AXIN1	WNT8A
AXIN1	FZD2
AXIN1	WNT8B
AXIN1	LRP6
AXIN1	MAP3K1
AXIN1	ANP32A
BCL2	BID
BCL2	BAG4
BCL2	PPP1CB
BCL2	PTPA
BCL2	PPP1CC
BCL2	MAPK14
BCL2	BIK
BCL2	BNIP3
BCL2	BCL2L14
BCL2	CASP3
BCL2	ITPR1
BCL2	PPP3CA
BCL2	PPP2R5A
BCL2	TP53AIP1
BCL2	BNIP3L
BCL2	SPNS1
BCL2	BAK1
BCL2	BNIP2
BCL2	MAPK1
BCL2	MYC
BCL2	TOMM20
BCL2	CYCS
BCL2	MAPK11
BCL2	MAPK3
BCL2	BAG3
BCL2	FKBP8
BCL2	SF1
BCL2	BCLAF1
BCL2	KRAS
BCL2	CAPN2
BCL2	PSEN1
BCL2	NOL3
BCL2	NLRP1
BCL2	CPT1A
BCL2	BECN1
BCL2	BCL2L1
BCL2	RAF1
BCL2	MOAP1
BCL2	RTN4
BCL2	RRAS
BCL2	BNIP1
BCL2	CDK2
BCL2	PRKCA
BCL2	PRKACA
BCL2	BCL2L11
BCL2	HSPA1A
BCL2	SIVA1
BCL2	BLK
BCL2	MAPK8
BCL2	SOD1
BCL2	TMBIM6
BCL2	ITM2B
BCL2	HRAS
BCL2	BMF
BCL2	BFAR
BCL2	CDK1
BCL2	PMAIP1
BCL2	POLD1
BCL2	IRS1
BCL2	BAG1
BCL2	PPP2CA
BCL2	RHEB
BCL2	NR4A1
BCL2	PARP1
BCL2	RAD9A
BCL2	BCAP31
BCL2	CASP8
BCL2	PIN1
BCL2	NRAS
BCL2	HRK
BCL2	EPHB2
BCL2	MCL1
BCL2	BCL2L10
BCL2	IRS2
BCL2	BBC3
BCL2	TP53BP2
BCL2	BNIPL
BCL2	SERPINB8
BCL2	SPIN1
BCL2	ATP2A2
CASP8	CHD3
CASP8	CTNNB1
CASP8	IQGAP1
CASP8	FZR1
CASP8	VIM
CASP8	SRF
CASP8	NOD1
CASP8	TRIM28
CASP8	NOL3
CASP8	TFCP2
CASP8	PSEN1
CASP8	FASN
CASP8	STK24
CASP8	DEDD2
CASP8	TLR4
CASP8	FYN
CASP8	SUMO1
CASP8	HTT
CASP8	RB1
CASP8	MSN
CASP8	MAP4K4
CASP8	MAP3K14
CASP8	TNFSF10
CASP8	CASP14
CASP8	GRIA1
CASP8	CDH3
CASP8	IKBKG
CASP8	PSEN2
CASP8	TRAF2
CASP8	TNFRSF10A
CASP8	CDH15
CASP8	ACIN1
CASP8	AR
CASP8	PARP2
CASP8	USO1
CASP8	RYBP
CASP8	DNAJC7
CASP8	GMEB1
CASP8	KARS
CASP8	DEDD
CASP8	TRAF1
CASP8	FADD
CASP8	PEA15
CASP8	EDA2R
CASP8	TNFRSF10B
CASP8	ATN1
CASP8	RIPK1
CASP8	PCYT1A
CASP8	RIPK2
CASP8	NR1H4
CASP8	BCAP31
CASP8	MAPT
CASP8	PRKN
CASP8	SYF2
CASP8	IKBKB
CASP8	HIP1
CASP8	CHUK
CASP8	TRADD
CASP8	MAPK8
CASP8	IFT57
CASP8	FASLG
CASP8	PYCARD
CASP8	FAF1
CASP8	CDH1
CASP8	CFLAR
CASP8	CASP8AP2
CASP8	RALBP1
CASP8	PICALM
CASP8	EIF2AK2
CASP8	TLR3
CASP8	CRADD
CASP8	PIAS1
CASP8	CDKN1B
CASP8	BFAR
CASP8	CASP10
CASP8	PLEC
CASP8	CASP3
CASP8	CASP7
CCL2	ACKR1
CCL5	SDC1
CCL5	CNOT6
CCL5	PIGR
CCL5	ACKR1
CCND1	PRMT5
CCND1	AKAP8
CCND1	RFC1
CCND1	PAK3
CCND1	IFI27
CCND1	MYBL2
CCND1	CCNDBP1
CCND1	KAT2B
CCND1	PPP1CB
CCND1	DMTF1
CCND1	PPP1CC
CCND1	INSM1
CCND1	FBXO7
CCND1	HERC5
CCND1	NEUROD1
CCND1	CDKN1C
CCND1	AKR1B1
CCND1	CALM1
CD44	MMP1
CD44	TIAM1
CD44	VCAN
CD44	FGF2
CD44	WASL
CD44	PLPPR4
CD44	VAV2
CD44	SPP1
CD44	HMMR
CD44	DMP1
CD44	ARHGEF1
CD44	COL1A1
CD44	ARHGEF12
CD44	TGFBR1
CD44	ACTR2
CD44	DMTF1
CD44	EZR
CD44	GARS
CD44	EPB41L3
CD44	FGF13
CD44	TGFBR2
CD44	MADCAM1
CD44	COL1A2
CD44	ASB15
CD44	CD74
CD44	MMP9
CD44	COL14A1
CD44	ACTR3
CD44	FYN
CD44	CXXC1
CD44	MMP7
CD44	HBEGF
CD44	CSK
CD44	SRGN
CD44	SELE
CD44	ANK1
CDK5R1	NES
CDK5R1	STXBP1
CDK5R1	CDK5RAP3
CDK5R1	CDK5
CDK5R1	LMTK2
CDK5R1	CDK9
CDK5R1	CAPN2
CDK5R1	CAMK2A
CDK5R1	SET
CDK5R1	TSC22D4
CDK5R1	TTBK1
CDK5R1	CDK5RAP1
CDK5R1	CDK5RAP2
CDK5RAP3	AKR1B10
CDK5RAP3	UFL1
CDK5RAP3	KHK
CDK5RAP3	ARL1
CDK5RAP3	DDRGK1
CLU	CLUAP1
CLU	PON1
CLU	MMP25
CLU	C8B
CLU	LRP2
CLU	C7
CLU	TGFBR2
CLU	C9
CLU	LEPR
CLU	TGFBR1
CLU	MMP24
CLU	AKR1C1
CLU	APOA1
CLU	IGHG1
CLU	LEP
CLU	VLDLR
CLU	CXCL10
CLU	LRP8
CLU	PRNP
CREBBP	EWSR1
CREBBP	TP73
CREBBP	HIST1H2AJ
CREBBP	MDM2
CREBBP	NAP1L1
CREBBP	SPIB
CREBBP	ESR1
CREBBP	EPAS1
CREBBP	DAXX
CREBBP	SMARCD1
CREBBP	TCF12
CREBBP	SPI1
CREBBP	KMT2A
CREBBP	MED1
CREBBP	KHDRBS1
CREBBP	GLI3
CREBBP	GAK
CREBBP	SNIP1
CREBBP	FOXM1
CREBBP	IRF3
CREBBP	RXRG
CREBBP	JUN
CREBBP	CCNC
CREBBP	SUV39H1
CREBBP	NFE2
CREBBP	SMARCC1
CREBBP	FOS
CREBBP	IKBKG
CREBBP	NFIA
CREBBP	GTF2B
CREBBP	CREM
CREBBP	KLF4
CREBBP	HIST3H2BB
CREBBP	WT1
CREBBP	PHOX2A
CREBBP	BCL3
CREBBP	ABCA1
CREBBP	GDNF
CREBBP	SMARCA4
CREBBP	ETS1
CREBBP	TRERF1
CREBBP	NPAT
CREBBP	RELA
CREBBP	NUP98
CREBBP	AIRE
CREBBP	HOXD4
CREBBP	NEUROG1
CREBBP	NCOA3
CREBBP	TACC2
CREBBP	RBCK1
CREBBP	PCMT1
CREBBP	CARM1
CREBBP	MYOD1
CREBBP	MED14
CREBBP	JDP2
CREBBP	HSF1
CREBBP	HIST1H2BN
CREBBP	POLR2E
CREBBP	CDK19
CREBBP	GCM1
CREBBP	NFIC
CREBBP	MSH2
CREBBP	STAT2
CREBBP	MYBL2
CREBBP	HIST1H2BA
CREBBP	KLF5
CREBBP	SRCAP
CREBBP	MED31
CREBBP	GMEB1
CREBBP	ELK1
CREBBP	PRKCD
CREBBP	MTDH
CREBBP	RPS6KA3
CREBBP	H2AFZ
CREBBP	EGR1
CREBBP	VDR
CREBBP	FOXO1
CREBBP	EBF1
CREBBP	PIAS1
CREBBP	RPA2
CREBBP	HMGA1
CREBBP	SNW1
CREBBP	CUX1
CREBBP	MSX1
CREBBP	PML
CREBBP	CDH2
CREBBP	HOXB9
CREBBP	CTNNB1
CREBBP	HOXA9
CREBBP	RPS6KA1
CREBBP	FGFR1
CREBBP	STAT1
CREBBP	TRIM21
CREBBP	RBPJ
CREBBP	EID3
CREBBP	HIST1H2BK
CREBBP	PELP1
CREBBP	RPS6KA5
CREBBP	HOXB1
CREBBP	SREBF1
CREBBP	TRAM2
CREBBP	HIST1H2BO
CREBBP	CITED2
CREBBP	HNF4A
CREBBP	SOX9
CREBBP	ATF1
CREBBP	HOXA11
CREBBP	GTF2A1
CREBBP	POLR2D
CREBBP	MAFG
CREBBP	EP300
CREBBP	HOXD10
CREBBP	LEF1
CREBBP	MBD2
CREBBP	TGS1
CREBBP	AKR1B1
CREBBP	ZBTB2
CREBBP	HIST1H2BB
CREBBP	SS18L1
CREBBP	SMAD4
CREBBP	WDR5
CREBBP	MYBL1
CREBBP	STAT6
CREBBP	HLF
CREBBP	YY1
CREBBP	FHL2
CREBBP	NCOA2
CREBBP	E2F3
CREBBP	HIST1H2BM
CREBBP	HDAC1
CREBBP	EIF2B1
CREBBP	MAF
CREBBP	CALCOCO1
CREBBP	TRIP10
CREBBP	SRF
CREBBP	AR
CREBBP	SERTAD3
CREBBP	MECOM
CREBBP	TCF7
CREBBP	TCF7L2
CREBBP	HIF3A
CREBBP	RBBP7
CREBBP	HIST2H2AC
CREBBP	SH3GL1
CREBBP	CITED1
CREBBP	CSNK2A1
CREBBP	PROX1
CREBBP	ZNF639
CREBBP	POU2F3
CREBBP	CDK5RAP3
CREBBP	NR3C1
CREBBP	DHX9
CREBBP	YWHAH
CREBBP	E2F1
CREBBP	HOXB7
CREBBP	HOXB4
CREBBP	KAT2B
CREBBP	POLR2A
CREBBP	HDAC3
CREBBP	ASH2L
CREBBP	KLF1
CREBBP	ARID1A
