gene_select	Gene2
FZD7	WNT8B
FZD7	WNT2B
FZD7	WNT10B
FZD7	WNT3A
FZD7	WNT5B
FZD7	WNT11
FZD7	WNT8A
FZD7	WNT9B
FZD7	WNT7A
FZD7	UBQLN1
FZD7	WNT6
FZD7	WNT7B
FZD7	WNT3
FZD7	WNT4
FZD7	WNT5A
FZD8	WNT5A
FZD8	WNT16
FZD8	WNT3A
FZD8	RNF43
FZD8	WNT7B
FZD8	WNT10A
FZD8	WNT3
FZD8	WNT8B
FZD8	WNT2
FZD8	WNT9A
FZD8	LRP5
FZD8	WNT9B
FZD8	WNT10B
FZD8	RYK
FZD8	GOPC
FZD8	WNT1
FZD8	WNT7A
FZD8	WNT8A
FZD8	WNT2B
FZD8	LRP6
FZD8	WNT6
FZD8	WNT11
FZD8	IGFBP4
FZD8	WNT4
FZD9	WNT7A
GAB1	LAT2
GAB1	MET
GAB1	PDGFRB
GAB1	MST1R
GAB1	MAPK4
GAB1	PTPN18
GAB1	PIK3R3
GAB1	MAPK1
GAB1	GRAP2
GAB1	RET
GAB1	MAP3K3
GAB1	INPP5D
GAB1	FRS2
GAB1	PLCG1
GAB1	PIK3R1
GAB1	PLCG2
GAB1	ROCK1
GAB1	ARHGAP32
GAB1	FGFR4
GAB1	INSR
GADD45A	ESR1
GADD45A	PAK3
GADD45A	GADD45B
GADD45A	AURKA
GADD45A	NPM1
GADD45A	RXRA
GADD45A	MAP3K4
GADD45A	POLD1
GADD45A	PPARA
GADD45A	HIST3H3
GADD45A	HIST2H2BE
GADD45A	HIST1H2AL
GADD45A	HIST1H1A
GADD45A	DCTN2
GADD45A	HIST4H4
GADD45A	GADD45G
GADD45A	GADD45GIP1
GADD45B	PAK3
GADD45B	MAP3K4
GADD45B	PPARA
GADD45B	GADD45GIP1
GADD45B	GADD45G
GADD45B	PPARG
GADD45B	PPARD
GADD45G	LUC7L
GADD45G	GDF9
GADD45G	MAP3K4
GADD45G	PPARA
GADD45G	LRIF1
GADD45G	PTPRK
GADD45G	POLD1
GADD45G	MED31
GADD45G	HAP1
GADD45G	PAK3
GADD45G	LUC7L2
GADD45G	RBM48
GADD45G	GADD45GIP1
GADD45G	PIAS4
GADD45G	PLEKHM1
GADD45G	RWDD2B
GPC3	SHH
GPC3	WNT7B
GPC3	FGF13
GPC3	WNT3A
GRB2	ARHGAP17
GRB2	MAP4K1
GRB2	RPL23AP42
GRB2	DAB2
GRB2	SPNS1
GRB2	FYN
GRB2	LY6G6F
GRB2	RAPGEF1
GRB2	HADHB
GRB2	RACGAP1
GRB2	SCIN
GRB2	CSF1R
GRB2	NELFB
GRB2	SVIL
GRB2	EPHA2
GRB2	ITGA6
GRB2	EEF1A1
GRB2	SHKBP1
GRB2	GRWD1
GRB2	HIST1H3B
GRB2	RPS6KA1
GRB2	SETD4
GRB2	ATP5F1A
GRB2	ITGA2B
GRB2	ATAD3A
GRB2	SGCA
GRB2	KHDRBS2
GRB2	HSPA5
GRB2	RPS5
GRB2	TMPO
GRB2	MED28
GRB2	SPECC1
GRB2	PPP1R9B
GRB2	SSBP1
GRB2	IL2RB
GRB2	RPL24
GRB2	CCR10
GRB2	PDCD6
GRB2	SIT1
GRB2	SPRY2
GRB2	MYL12A
GRB2	FRS2
GRB2	MCC
GRB2	RPL31
GRB2	PAK4
GRB2	AXL
GRB2	PIK3R1
GRB2	SHANK3
GRB2	ACTR2
GRB2	TEK
GRB2	S100A6
GRB2	SAFB2
GRB2	CHRM4
GRB2	PNRC1
GRB2	KDR
GRB2	CBLC
GRB2	INPP5D
GRB2	DNAJA2
GRB2	HIST1H4A
GRB2	MTA3
GRB2	SMARCD2
GRB2	IRS4
GRB2	MS4A2
GRB2	RHOU
GRB2	ORC3
GRB2	FGF1
GRB2	HNRNPA2B1
GRB2	MAP3K1
GRB2	AJUBA
GRB2	CSF3R
GRB2	TNK2
GRB2	MYO3B
GRB2	LAT2
GRB2	CAPZB
GRB2	ITGB4
GRB2	RIT1
GRB2	PXDN
GRB2	DUT
GRB2	EIF3D
GRB2	NCL
GRB2	EPOR
GRB2	PPP1CB
GRB2	MYH9
GRB2	IRS2
GRB2	HNRNPA1
GRB2	SOS1
GRB2	CAMK2D
GRB2	TRAT1
GRB2	RPL4
GRB2	WAS
GRB2	RET
GRB2	SPRY1
GRB2	HIST1H4H
GRB2	WASF1
GRB2	ARPC2
GRB2	PIK3CG
GRB2	RARA
GRB2	PPP1R12A
GRB2	MYO6
GRB2	MYL6
GRB2	PLCG1
GRB2	PPIA
GRB2	PTPRN2
GRB2	LUZP1
GRB2	IL2RG
GRB2	ADRB2
GRB2	UBC
GRB2	ARPC1A
GRB2	NEXN
GRB2	RPS9
GRB2	DNM2
GRB2	KCNH4
GRB2	SHMT2
GRB2	SMAD3
GRB2	HIST1H4I
GRB2	AP2A1
GRB2	WASL
GRB2	CORO1C
GRB2	SMU1
GRB2	ABLIM3
GRB2	KCNQ1
GRB2	CD247
GRB2	PRMT5
GRB2	IKBKE
GRB2	FGFR1
GRB2	CD19
GRB2	HIST1H3A
GRB2	PLEC
GRB2	ANXA6
GRB2	HIST1H3J
GRB2	HIST4H4
GRB2	SPTBN1
GRB2	USP6NL
GRB2	ACTC1
GRB2	UGDH
GRB2	PIK3R2
GRB2	ADAM15
GRB2	SYNJ2
GRB2	HIST1H4C
GRB2	SPECC1L
GRB2	HNRNPK
GRB2	HIST1H4D
GRB2	ARPC5
GRB2	RPP38
GRB2	LIMA1
GRB2	NONO
GRB2	CD72
GRB2	ASAP1
GRB2	SMARCC2
GRB2	CD22
GRB2	TAOK2
GRB2	ACTA1
GRB2	PTBP1
GRB2	PDGFRB
GRB2	RPL27
GRB2	RPL36
GRB2	DLD
GRB2	EPPK1
GRB2	DDX6
GRB2	FRS3
GRB2	SHC1
GRB2	UACA
GRB2	CALD1
GRB2	SYNGAP1
GRB2	TPM2
GRB2	PRKAR1A
GRB2	MAPK14
GRB2	NGFR
GRB2	GAB3
GRB2	PKM
GRB2	LCK
GRB2	SH2B3
GRB2	SYK
GRB2	ITPR3
GRB2	ACTR3
GRB2	FLT3
GRB2	HIST1H3I
GRB2	BCL2A1
GRB2	MERTK
GRB2	RPS3A
GRB2	KRT17
GRB2	PPP6R3
GRB2	SNTA1
GRB2	LAT
GRB2	RPS28
GRB2	AP2B1
GRB2	MYO1B
GRB2	GRB7
GRB2	ITK
GRB2	RNMT
GRB2	CD2AP
GRB2	SKAP1
GRB2	ADRB1
GRB2	SMARCA5
GRB2	FLT4
GRB2	IQGAP1
GRB2	SOCS7
GRB2	TMOD3
GRB2	NPM1
GRB2	HNRNPU
GRB2	HIST1H4F
GRB2	PTK2B
GRB2	SYNPO
GRB2	RPL13
GRB2	PPP3CA
GRB2	METAP2
GRB2	RPL27A
GRB2	RCC2
GRB2	VAV3
GRB2	FLNA
GRB2	PAK1
GRB2	SYN1
GRB2	RASA1
GRB2	LMO7
GRB2	SH2B1
GRB2	RPS14
GRB2	DRD3
GRB2	WDR1
GRB2	PCMT1
GRB2	HNRNPF
GRB2	SRC
GRB2	LMNA
GRB2	USP8
GRB2	SELL
GRB2	TUFM
GRB2	MAPK12
GRB2	HNRNPH2
GRB2	HTT
GRB2	TFAP2B
GRB2	UBA52
GRB2	HIST1H3G
GRB2	RPS27A
GRB2	RAI14
GRB2	MET
GRB2	PSMD10
GRB2	FLNB
GRB2	GAB2
GRB2	KCNH8
GRB2	RBBP7
GRB2	SH3BP2
GRB2	MAPK1
GRB2	BCLAF1
GRB2	CTTN
GRB2	TP63
GRB2	TNPO1
GRB2	KRT7
GRB2	RPL35A
GRB2	MYH10
GRB2	ADAM12
GRB2	ASAP2
GRB2	DARS
GRB2	DLG4
GRB2	FLT1
GRB2	ARHGEF11
GRB2	PTPN6
GRB2	PLS3
GRB2	TFAP2A
GRB2	SERPINH1
GRB2	EIF4A3
GRB2	RPL18
GRB2	RPS16
GRB2	YES1
GRB2	PDGFRA
GRB2	MAP2K5
GRB2	GAB1
GRB2	HIST1H3H
GRB2	MYO1C
GRB2	GMFB
GRB2	CFL1
GRB2	DCTN1
GRB2	DAPK3
GRB2	DBN1
GRB2	GRB10
GRB2	IGF1R
GRB2	CCM2L
GRB2	PRNP
GRB2	RPS20
GRB2	SYP
GRB2	CLYBL
GRB2	RPS3
GRB2	HIST1H3C
GRB2	ANXA2
GRB2	HIST1H2BH
GRB2	PABPC1
GRB2	CHRND
GRB2	DYNLL1
GRB2	DHX9
GRB2	LUC7L2
GRB2	SLC7A8
GRB2	CKAP5
GRB2	THRAP3
GRB2	ABLIM1
GRB2	ACTG2
GRB2	PTPN22
GRB2	LRRFIP2
GRB2	RAPSN
GRB2	LAX1
GRB2	FLII
GRB2	SMARCD1
GRB2	RPLP2
GRB2	HIST1H4L
GRB2	GSTM3
GRB2	MST1R
GRB2	ETV6
GRB2	EPHB2
GRB2	SRSF10
GRB2	SLC25A4
GRB2	RIT2
GRB2	GSTP1
GRB2	SPTAN1
GRB2	PTPN1
GRB2	SH3KBP1
GRB2	VAV1
GRB2	RPS13
GRB2	DNM1
GRB2	GSN
GRB2	SNRPD2
GRB2	EEF2
GRB2	MAP2
GRB2	KIT
GRB2	SHB
GRB2	JAK1
GRB2	HRAS
GRB2	MUC1
GRB2	PRRC2A
GRB2	PNMA2
GRB2	ELK1
GRB2	SHC2
GRB2	TUBB3
GRB2	DAG1
GRB2	MAP4K5
GRB2	SH2B2
GRB2	SH2D1A
GRB2	CORO1B
GRB2	JAK2
GRB2	HIST1H3E
GRB2	REPS1
GRB2	INSR
GRB2	STAMBP
GRB2	PTPN12
GRB2	SP1
GRB2	SF3B4
GRB2	HIST1H4B
GRB2	VAV2
GRB2	HIST1H4E
GRB2	SOS2
GRB2	PIK3C2B
GRB2	CD59
GRB2	DDX5
GRB2	IPO7
GRB2	DST
GRB2	EPHB6
GRB2	OCRL
GRB2	SIGLEC7
GRB2	RUVBL1
GRB2	ERBB3
GRB2	DRD4
GRB2	FSCN1
GRB2	DDX39B
GRB2	PTK2
GRB2	CBR1
GRB2	JAK3
GRB2	HSPA8
GRB2	MTA1
GRB2	SOCS1
GRB2	TPM1
GRB2	PIGU
GRB2	WASF2
GRB2	PTPRC
GRB2	DTX1
GRB2	TEC
GRB2	NCKIPSD
GRB2	CFL2
GRB2	SYNCRIP
GRB2	PHGDH
GRB2	NTRK1
GRB2	HSPA1L
GRB2	REPS2
GRB2	TUBA4A
GRB2	PIK3CA
GRB2	RPS18
GRB2	PDE4D
GRB2	ESR1
GRB2	KHDRBS1
GRB2	HNRNPC
GRB2	SHC3
GRB2	CCL5
GRB2	PRKDC
GRB2	PAG1
GRB2	RUVBL2
GRB2	ILF3
GRB2	RPS26
GRB2	LCP2
GRB2	FASLG
GRB2	CD28
GRB2	MYO1A
GRB2	BLNK
GRB2	TOM1L1
GRB2	PTPRE
GRB2	SMARCC1
GRB2	HNRNPH1
GRB2	AP2S1
GRB2	POLR1B
GRB2	RALGPS1
GRB2	RPL23A
GRB2	BCAR1
GRB2	IRS1
GRB2	MPRIP
GRB2	TUB
GRB2	PAWR
GRB2	HIST1H3F
GRB2	ZAP70
GRB2	ADA
GRB2	SHC4
GRB2	PTPRA
GRB2	MATR3
GRB2	NEU3
GRB2	SLC25A3
GRB2	RPL26
GRB2	CELSR3
GRB2	PXN
GRB2	HTRA1
GRB2	PDLIM7
GSK3B	SGK1
GSK3B	UBC
GSK3B	WNT8B
GSK3B	MAP2K5
GSK3B	PRKAR2A
GSK3B	FOXO1
GSK3B	DHX36
GSK3B	PPP2CA
GSK3B	GYS1
GSK3B	DDX5
GSK3B	MAPK1
GSK3B	SIAH1
GSK3B	PPP2CB
GSK3B	HNRNPD
GSK3B	SMYD2
GSK3B	SRFBP1
GSK3B	ELP1
GSK3B	NOTCH2
GSK3B	GSK3A
GSK3B	UPF3A
GSK3B	AKAP11
GSK3B	PRKCA
GSK3B	DDX20
GSK3B	PXN
GSK3B	MYCN
GSK3B	UBA52
GSK3B	MCL1
GSK3B	IGF2BP1
GSK3B	CABYR
GSK3B	WNT8A
GSK3B	ACLY
GSK3B	QPCTL
GSK3B	PRKACA
GSK3B	MAPT
GSK3B	OGT
GSK3B	WNT1
GSK3B	AXIN1
GSK3B	FIP1L1
GSK3B	FZD2
GSK3B	STRAP
GSK3B	MYOCD
GSK3B	PTPN1
GSK3B	SNCAIP
GSK3B	AKR1B1
GSK3B	MUC1
GSK3B	FZD1
GSK3B	GSKIP
GSK3B	CCND1
GSK3B	SF3B1
GSK3B	MAP1B
GSK3B	PRKCD
GSK3B	LRP6
GSK3B	NOTCH1
GSK3B	WNT3A
GSK3B	GEMIN4
GSK3B	CUL1
GSK3B	AXIN2
GSK3B	HIST1H1T
GSK3B	FUS
GSK3B	SF3A1
GSK3B	PPP1R2
GSK3B	RPS27A
GSK3B	FZD5
GSK3B	SMARCA2
GSK3B	XPO6
GSK3B	SMAD1
GSK3B	RGS22
GSK3B	FRAT2
GSK3B	EIF2B5
GSK3B	LRP5
GSK3B	TPPP
GSK3B	DNM1L
GSK3B	CTNND1
GSK3B	SGK3
GSK3B	HSD17B4
GSK3B	MITF
GSK3B	TMEM132A
GSK3B	PRKCB
GSK3B	RCAN1
GSK3B	SNRNP70
GSK3B	SNAI1
GSK3B	MARK2
GSK3B	FRAT1
GSK3B	CSNK1A1
GSK3B	DVL1
GSK3B	NIN
GSK3B	SREBF1
GSK3B	CDX2
GSK3B	BCL3
GSTM3	MPG
GSTM3	ATG5
GSTM3	GH1
GSTM3	TFE3
GSTP1	SUMO4
GSTP1	PNO1
GSTP1	TGM2
GSTP1	MAP3K5
GSTP1	PTN
HACD3	PELO
HACD3	RAB5IF
HACD3	ARPC1A
HACD3	TSPAN17
HACD3	TMBIM4
HGF	SDC1
HGF	NRP1
HGF	KLKB1
HGF	RNMT
HGF	F11
HGF	HGFAC
HGF	MET
HGF	HPN
HGF	PLAU
HGF	SDC2
HGF	CLEC3B
HGF	LCN2
HGF	ST14
HGF	FN1
HMOX1	NOS1
HMOX1	POR
HMOX1	BLVRB
HRAS	MAP2K2
HRAS	TTC1
HRAS	NF1
HRAS	TLR9
HRAS	RASSF5
HRAS	GPSM2
HRAS	RASA2
HRAS	MAPK8
HRAS	ICMT
HRAS	RIN1
HRAS	BRAP
HRAS	PIK3CG
HRAS	CNKSR1
HRAS	IKZF3
HRAS	ZBTB12
HRAS	RALGDS
HRAS	SOS1
HRAS	CDC25A
HRAS	RASGRF1
HRAS	IRAK1
HRAS	INSR
HRAS	FYN
HRAS	VAV1
HRAS	EPHB2
HRAS	RASA1
HRAS	PIK3R1
HRAS	SRC
HRAS	PDE6D
HRAS	FNTA
HRAS	RAP1GDS1
HRAS	RIT2
HRAS	IRAK2
HRAS	RASA3
HRAS	AGTR1
HRAS	RARRES3
HRAS	APBB1IP
HRAS	LGALS1
HRAS	MAPK1
HRAS	PIK3CA
HRAS	CSK
HRAS	ERBIN
HRAS	YWHAB
HRAS	TP73
HRAS	IL3
HRAS	TIAM1
HRAS	RGL2
HRAS	KSR1
HRAS	CAV1
HRAS	RASGRP1
HRAS	EPHB4
HRAS	RHEB
HRAS	SOS2
HRAS	FNTB
HRAS	IQGAP1
HRAS	DGKZ
HRAS	ARHGEF1
HRAS	RAPGEF1
HRAS	RASSF1
HRAS	HNRNPC
HRAS	EPHB3
HRAS	RGL1
HRAS	SYNGAP1
HRAS	PLCE1
HRAS	FN1
HRAS	TLR2
HRAS	RASSF2
HRAS	PDGFB
HRAS	RASAL1
HRAS	SHOC2
HRAS	EPHB6
HRAS	PIK3CD
HRAS	KSR2
HRAS	RGL4
HRAS	RAF1
HRAS	RASGRP4
HRAS	PRKCI
HRAS	CLSTN1
HRAS	RASIP1
HRAS	MAP2K1
HRAS	AFDN
HRAS	GRIN2D
HRAS	RHOD
HRAS	GRIN1
HRAS	ITSN1
HRAS	MAPK3
HRAS	RABAC1
HRAS	RALA
IGF1R	IRS1
IGF1R	PXDN
IGF1R	ARHGEF12
IGF1R	PIK3R3
IGF1R	PRKCD
IGF1R	SYNGAP1
IGF1R	SOCS1
IGF1R	IRS4
IGF1R	DOK5
IGF1R	JAK1
IGF1R	KRT27
IGF1R	YWHAZ
IGF1R	ITGB1
IGF1R	NCK2
IGF1R	RASA1
IGF1R	STAT3
IGF1R	SOCS3
IGF1R	GNAI2
IGF1R	INSR
IGF1R	NEDD4
IGF1R	MDM2
IGF1R	VAV3
IGF1R	PTPN1
IGF1R	SRC
IGF1R	DOK4
IGF1R	SOCS2
IGF1R	PTK2
IGF1R	JAK2
IGF1R	SNAP29
IGF1R	SHC1
IGF1R	IRS2
IGF1R	MAP3K5
IGF1R	ESR1
IGF1R	PIK3R2
IGF1R	GNAI1
IGF1R	PXN
IGF1R	GIPC1
IGF1R	IGF1
IGF1R	YWHAB
IGF1R	YWHAH
IGF1R	GRB10
IGF1R	SOS1
IGF1R	CSK
IGF1R	EHD1
IGF1R	WISP2
IGF1R	NAMPT
IGF1R	PRKD1
IGF1R	PIK3R1
IGF1R	YWHAG
IGHG1	KRT9
IGHG1	SLC48A1
IGHG1	RTKN2
IGHG1	OR8D2
IGHG1	APOC1
IGHG1	FASN
IGHG1	FGA
IGHG1	AOAH
IGHG1	QTRT2
IGHG1	SCAF1
IGHG1	TNS3
IGHG1	SWAP70
IGHG1	KRT1
IGHG1	CTR9
IGHG1	NUP214
IGHG1	RFX7
IGHG1	IGLL1
IGHG1	PAPPA
IGHG1	CDH12
IGHG1	TGM4
IGHG1	LTBP4
IGHG1	SLC6A9
IGHG1	CD40LG
IGHG1	ARMC2
IGHG1	KRT10
IGHG1	PNMA2
IGHG1	SAA4
IGHG1	SETDB2
IGHG1	CP
IGHG1	KRT7
KRAS	RALGDS
KRAS	APBB1IP
KRAS	RAP1GDS1
KRAS	RASA3
KRAS	PIK3CG
KRAS	RASSF5
KRAS	CALM1
KRAS	NF1
KRAS	EPB42
KRAS	MAPK1
KRAS	RASA2
KRAS	SHOC2
KRAS	BRAP
KRAS	RASAL1
KRAS	FNTA
KRAS	YWHAB
KRAS	IQGAP1
KRAS	RASSF2
KRAS	KSR2
KRAS	KSR1
KRAS	PIK3CA
KRAS	FN1
KRAS	RASGRP2
LDLR	APOE
LDLR	AP1M2
LDLR	LDLRAP1
LDLR	LRPAP1
LDLR	PF4
LDLR	APOB
LDLR	MDH2
LDLR	DAB1
LDLR	DAB2
LDLR	PCSK9
LDLR	OMA1
LDLR	CD36
LEF1	MITF
LEF1	ALX4
LEF1	TLE2
LEF1	PYGO1
LEF1	NRARP
LEF1	PITX2
LEF1	TLE1
LEF1	NLK
LEF1	BCL9L
LEF1	SOX17
LEF1	UBTF
LEF1	GPI
LEF1	ALYREF
LEF1	PIAS4
LEF1	KPNA1
LEF1	RUNX2
LEF1	TLE4
LEF1	CDX1
LEF1	TLE3
LRP2	SCN3A
LRP2	PIP5K1C
LRP2	MDK
LRP2	LDLRAP1
LRP2	TG
LRP2	ITGB1BP1
LRP2	LCP1
LRP2	MAGI1
LRP2	SHBG
LRP2	CUBN
LRP2	DNAJC6
LRP2	SCGB1A1
LRP2	LRP2BP
LRP2	ANKRA2
LRP2	PLAU
LRP2	SLC9A3
LRP2	SERPINE1
LRP2	ANAPC10
LRP2	SYNJ2BP
LRP2	MAPK8IP2
LRP2	RBP1
LRP2	NOS1AP
LRP2	ANKS1B
LRP2	APOB
LRP2	OMA1
LRP2	LRPAP1
LRP5	FZD6
LRP5	THBS1
LRP5	KREMEN2
LRP5	FZD4
LRP5	FZD5
LRP5	FZD2
LRP5	WNT5A
LRP5	SOST
LRP5	WNT1
LRP5	DKK1
LRP5	WNT8A
LRP5	WNT3A
LRP5	WNT8B
LRP5	MESD
LRP5	WNT7B
LRP5	FZD10
LRP6	MESD
LRP6	SOST
LRP6	WNT7A
LRP6	FZD2
LRP6	ANTXR1
LRP6	WNT3A
LRP6	FZD4
LRP6	FZD5
LRP6	WNT2
LRP6	WNT1
LRP6	WNT8B
LRP6	DKK1
LRP6	WNT3
LRP6	FZD6
LRP6	ANTXR2
LRP6	WNT8A
LRP6	KREMEN2
LRP6	WNT5A
LRP6	DKK2
LRP8	SCN3A
LRP8	OMA1
LRP8	ANAPC10
LRP8	NOS1AP
LRP8	ITGB1BP1
LRP8	MAPK8IP2
LRP8	RELN
LRP8	SYNJ2BP
MAP2K1	CPNE4
MAP2K1	MAP3K11
MAP2K1	YWHAB
MAP2K1	YWHAZ
MAP2K1	KSR1
MAP2K1	HSPA1A
MAP2K1	MAP3K4
MAP2K1	MAPK1
MAP2K1	NRAS
MAP2K1	VAV1
MAP2K1	MAP3K8
MAP2K1	CDK5
MAP2K1	CSK
MAP2K1	RPS6KA2
MAP2K1	PLK3
MAP2K1	LAMTOR3
MAP2K1	MARK3
MAP2K1	MAPK14
MAP2K1	CPNE1
MAP2K1	MAP3K1
MAP2K1	PPBP
MAP2K1	HSPA8
MAP2K1	LAMTOR2
MAP2K1	GRB10
MAP2K1	KSR2
MAP2K1	TRIB1
MAP2K1	RPS6KA4
MAP2K1	KRAS
MAP2K1	TRAF3
MAP2K1	PEBP1
MAP2K1	MAPK8IP3
MAP2K1	RAP1A
MAP2K1	PARVA
MAP2K1	PEBP4
MAP2K1	CASP9
MAP2K1	RAF1
MAP2K1	ELK1
MAP2K2	KSR2
MAP2K2	CSK
MAP2K2	LAMTOR3
MAP2K2	KRAS
MAP2K2	RAF1
MAP2K2	MCC
MAP2K2	MARK3
MAP2K2	MAPK1
MAP2K2	RAP1A
MAP2K2	KSR1
MAP2K2	GRIN2D
MAP2K2	DUSP3
MAP2K2	NRAS
MAP2K2	GRIN1
MAP2K2	CASP9
MAP2K2	CNKSR1
MAPK1	PXN
MAPK1	PACSIN3
MAPK1	HSP90AA2P
MAPK1	MAPKAPK2
MAPK1	MITF
MAPK1	GATA1
MAPK1	PTPN1
MAPK1	GORASP2
MAPK1	DUSP3
MAPK1	ATP1A4
MAPK1	MAPKAPK5
MAPK1	PPBP
MAPK1	DUSP2
MAPK1	DUSP9
MAPK1	PPP2CB
MAPK1	ZFP36
MAPK1	SNCG
MAPK1	ELK1
MAPK1	AKR1B1
MAPK1	TGIF1
MAPK1	CD19
MAPK1	FGF5
MAPK1	PTPRE
MAPK1	SREBF2
MAPK1	PTPN5
MAPK1	KSR1
MAPK1	CALCOCO1
MAPK1	PPP2R5B
MAPK1	PTPRH
MAPK1	DUSP16
MAPK1	CTSL
MAPK1	CMTM3
MAPK1	SCNN1G
MAPK1	SLC9A1
MAPK1	GAB2
MAPK1	LIFR
MAPK1	TNKS2
MAPK1	KSR2
MAPK1	DUSP22
MAPK1	NR4A1
MAPK1	HDAC4
MAPK1	UBTF
MAPK1	DUSP12
MAPK1	ADAM17
MAPK1	PEA15
MAPK1	PPP1R9B
MAPK1	CAD
MAPK1	PPP2R5C
MAPK1	DUSP6
MAPK1	ETS1
MAPK1	NEK2
MAPK1	IQGAP1
MAPK1	SNCA
MAPK1	HSF4
MAPK1	KCNH4
MAPK1	RPS6KA1
MAPK1	TOB1
MAPK1	PTPRR
MAPK1	KHDRBS1
MAPK1	LAMTOR3
MAPK1	IFNAR1
MAPK1	NEFH
MAPK1	RET
MAPK1	METAP2
MAPK1	ERF
MAPK1	TNFRSF25
MAPK1	RPS6KA5
MAPK1	DYRK1B
MAPK1	MAFA
MAPK1	NDE1
MAPK1	UBR5
MAPK1	NKX2-1
MAPK1	JAK3
MAPK1	NTRK3
MAPK1	TPR
MAPK1	YES1
MAPK1	DUSP4
MAPK1	SREBF1
MAPK1	TH
MAPK1	CEP55
MAPK1	PRKCE
MAPK1	GATA2
MAPK1	RGS19
MAPK1	PPARA
MAPK1	GABRR1
MAPK1	PLCB1
MAPK1	FRS2
MAPK1	RPS6KA3
MAPK1	LIPE
MAPK1	HMMR
MAPK1	NR5A1
MAPK1	TNIP1
MAPK1	PTPN7
MAPK1	TNFSF11
MAPK1	RPS6KA4
MAPK1	NGFR
MAPK1	CASP9
MAPK1	CDX2
MAPK1	ATP1A1
MAPK1	IER3
MAPK1	YWHAB
MAPK1	DUSP5
MAPK1	RPS6KB1
MAPK1	RPS6KA2
MAPK1	DUSP1
MAPK1	DUSP7
MAPK1	RXRA
MAPK1	FRS3
MAPK1	MAP3K1
MAPK1	SORBS3
MAPK1	SH2D3C
MAPK1	MKNK2
MAPK1	PLAT
MAPK1	TCF3
MAPK1	MYB
MAPK1	KLF11
MAPK1	RAP1A
MAPK1	GATA4
MAPK1	GMFB
MAPK1	KCNH8
MAPK1	VAV1
MAPK3	NRAS
MAPK3	MAP2K2
MAPK3	PPP2R5B
MAPK3	DUSP10
MAPK3	DUSP9
MAPK3	STAT5A
MAPK3	MAPK14
MAPK3	RPS6KA4
MAPK3	SNCG
MAPK3	AVPR2
MAPK3	UBTF
MAPK3	ATP1A4
MAPK3	RET
MAPK3	YWHAB
MAPK3	CAV1
MAPK3	C1QBP
MAPK3	CCDC6
MAPK3	PPARA
MAPK3	GAB1
MAPK3	MAPK8
MAPK3	RCAN1
MAPK3	KSR2
MAPK3	PTPRE
MAPK3	NTRK1
MAPK3	DAPK1
MAPK3	HMMR
MAPK3	KCNH4
MAPK3	SP1
MAPK3	DUSP3
MAPK3	MAP2K1
MAPK3	CSK
MAPK3	PRKCD
MAPK3	DUSP12
MAPK3	TOP2B
MAPK3	PPP2R1A
MAPK3	PPP2CA
MAPK3	HDAC4
MAPK3	ELK4
MAPK3	STMN1
MAPK3	LYN
MAPK3	JUN
MAPK3	ATP1A1
MAPK3	LAMTOR3
MAPK3	MYLK
MAPK3	PTPRR
MAPK3	ELK1
MAPK3	PAK2
MAPK3	SYK
MAPK3	RPS6KA1
MAPK3	ARRB1
MAPK3	TAL2
MAPK3	DCC
MAPK3	IER3
MAPK3	PEA15
MAPK3	EPOR
MAPK3	ISG15
MAPK3	GJA1
MAPK3	HSPB8
MAPK3	RALGDS
MAPK3	RAB4A
MAPK3	STMN2
MAPK3	PPP2R5C
MAPK3	SNCA
MAPK3	SREBF2
MAPK3	PRKCE
MAPK3	ESR1
MAPK3	PPP2CB
MAPK3	GMFB
MAPK3	MARK3
MAPK3	KSR1
MAPK3	BCL3
MAPK3	GATA1
MAPK3	GTF2I
MAPK3	JAK3
MAPK3	TH
MAPK3	NGFR
MAPK3	STAT3
MAPK3	RPS6KA2
MAPK3	TNFSF11
MAPK3	RAP1A
MAPK3	SYN1
MAPK3	HSF1
MAPK3	SORBS3
MAPK3	NOL3
MAPK3	METAP2
MAPK3	DUSP6
MAPK3	GATA4
MAPK3	KRAS
MAPK3	PPP2R1B
MAPK3	MBP
MAPK3	INSR
MAPK3	NCKIPSD
MAPK3	ZNF7
MAPK3	MAP3K1
MAPK3	DUSP1
MAPK3	PTPN5
MAPK3	DUSP5
MAPK3	MAP3K14
MAPK3	LIPE
MAPK3	HIF1A
MAPK3	PTPN7
MAPK3	MKNK1
MAPK3	GH1
MAPK3	JAK1
MAPK3	IRX2
MAPK3	UBR5
MAPK3	CASP9
MAPK3	JUND
MAPK3	TCF3
MAPK3	NTRK3
MAPK3	RPS6KA3
MAPK3	TGIF1
MAPK3	PLAT
MAPK3	SPIB
MAPK3	PLCB1
MAPK3	HSF4
MAPK3	ETS1
MAPK3	GAB2
MAPK3	KCNH8
MAPK3	PXN
MAPK3	ARRB2
MAPK3	ATF2
MAPK3	RAF1
MAPK3	SREBF1
MAPK3	DUSP4
MAPK3	TAL1
MAPK8IP2	FGF13
MAPK8IP2	DUSP16
MAPK8IP2	MAP3K12
MAPK8IP2	FGF12
MET	INPPL1
MET	PTPRB
MET	SEMA4D
MET	VAV1
MET	CASP3
MET	RANBP10
MET	PTPRJ
MET	PIK3R1
MET	PLCG1
