gene_select	Gene2
PRKCA	LCK
PRKCA	HSPA1A
PRKCA	HSPB8
PRKCA	SHC1
PRKCA	RAC1
PRKCA	EGFR
PRKCA	CREM
PRKCA	EWSR1
PRKCA	ITPKB
PRKCA	ITGB1
PRKCA	DVL2
PRKCA	MBP
PRKCA	RAF1
PRKCA	ITGB2
PRKCA	EIF4E
PRKCA	CFTR
PRKCA	KIT
PRKCA	GRIA1
PRKCA	DLG4
PRKCA	CBL
PRKCA	FAS
PRKCA	EEF1D
PRKCB	DAB2
PRKCB	KIT
PRKCB	BMPR2
PRKCB	PDLIM7
PRKCB	RGS2
PRKCB	EIF4E
PRKCB	RB1
PRKCB	GSK3A
PRKCB	NCAM1
PRKCB	GSK3B
PRKCB	SPTAN1
PRKCB	ANXA7
PRKCB	CYTH2
PRKCB	DVL2
PRKCB	YWHAG
PRKCB	PEBP1
PRKCB	IFNAR2
PRKCB	BTK
PRKCB	PA2G4
PRKCB	GNA12
PRKCB	GABRG2
PRKCB	PDPK1
PRKCB	CARD11
PRKCB	MARCKS
PRKCB	GAP43
PRKCB	CSF2RB
PRKCB	HABP4
PRKCB	GRIN2B
PRKCB	LMNB1
PRKCB	RASGRP3
PRKCB	GRIN1
PRKCB	MKI67
PRKCB	CISH
PRKCB	ANXA2
PRKCB	ITGB2
PRKCB	IKBKB
PRKCB	ITGB7
PRKCB	GNA13
PRKCB	STAT3
PRKCB	GJA1
PRKCB	GRM5
PRKCB	CHUK
PRKCB	CD5
PRKCG	EIF4E
PRKCG	CYTH2
PRKCG	PNMA1
PRKCG	RGS2
PRKCG	GRIN2B
PRKCG	PICK1
PRKCG	CD5
PRKCG	GRIA4
PRKCG	YWHAG
PRKCG	ANXA7
PRKCG	DAB2
PRKCG	GJA3
PRKCG	GSK3A
PRKCG	CDC42
PRKCG	GABRA1
PRKCG	MARK4
PRKCG	GJA1
PRKCG	PARD3
PRKCG	IRS1
PRKCG	YWHAB
PRKCG	GRM5
PRKCG	HABP4
PRKCG	PARD6A
PRKCG	PA2G4
PRKCG	PEBP1
PRKCG	DVL2
PRKCG	PARD6B
PRKCG	GRIN1
PTEN	ESR1
PTEN	DLG1
PTEN	STK11
PTEN	CSNK2A1
PTEN	MAGI3
PTEN	PXN
PTEN	UBE2L3
PTEN	CAV1
PTEN	CHGB
PTEN	AKT1
PTEN	HSPA5
PTEN	CSNK2A2
PTEN	UBE2I
PTEN	ROCK1
PTEN	AR
PTEN	PTK2
RAF1	BRAF
RAF1	MAP2K1
RAF1	MAPK3
RAF1	PAK1
RAF1	MED1
RAF1	BCL2
RAF1	PKN1
RAF1	MYC
RAF1	MAP2K2
RAF1	BCL2L1
RAF1	MAPK7
RAF1	LCK
RAF1	HRAS
RAF1	AKT1
RB1	CEBPB
RB1	MDM2
RB1	RAF1
RB1	CDK1
RB1	CDK2
RB1	CASP8
RB1	CCND3
RB1	EP300
RB1	HDAC2
RB1	ABL1
RB1	AHR
RB1	E2F4
RB1	CCNA2
RB1	PAX5
RB1	E2F1
RB1	CDK4
RB1	CDKN1A
RB1	CDK6
RB1	BRCA1
RB1	PRMT2
RB1	HDAC1
RB1	MYC
RB1	PML
RB1	CCND2
RPS6KB1	LYN
RPS6KB1	PDK1
RPS6KB1	HSP90AA1
RPS6KB1	SYK
RPS6KB1	CDC42
RPS6KB1	POLDIP3
RPS6KB1	SRC
RPS6KB1	ACTA1
RPS6KB1	CSNK2A2
RPS6KB1	RPS6
RPS6KB1	EIF4EBP1
RPS6KB1	TRAF4
RPS6KB1	PPP2R2A
RPS6KB1	MTOR
RPS6KB1	CSNK2B
RPS6KB1	TERT
RPS6KB1	CSNK2A1
RPS6KB1	STK11
RPS6KB1	CDK1
RPS6KB1	NCBP1
RPS6KB1	RAC1
RPS6KB1	BTK
RPS6KB1	PPP1R9B
RPS6KB1	PPP2CA
RPS6KB1	PDPK1
RPS6KB1	EIF4E
RPS6KB1	AKT1
RPS6KB1	EIF3B
RPS6KB1	MAPK1
RPS6KB2	LYN
RPS6KB2	PDPK1
RPS6KB2	MTOR
RPS6KB2	COASY
RPS6KB2	EEF2K
RPS6KB2	SRC
RPS6KB2	BTK
RPS6KB2	SYK
SCAF1	UBQLN4
SCAF1	ALB
SCAF1	IGHG1
SDC4	PXN
SDC4	PRKCD
SDC4	PRKCA
SELP	SELPLG
SELP	GP1BA
SELP	SERPING1
SELP	AP2M1
SELP	FUT4
SELP	VCAN
SERPINB8	FURIN
SERPINB8	PRPF40A
SERPINB8	F10
SERPINB8	BCL2
SERPINB8	F2
SHC1	LCK
SHC1	APP
SHC1	ERBB2
SHC1	ABL1
SHC1	GHR
SHC1	EGFR
SHC1	IGF1R
SHC1	CRKL
SHC1	LCP2
SHC1	CBLB
SHC1	CBL
SHC1	PTPN6
SHC1	CRK
SHC1	PTK2
SHC1	ERBB4
SHC1	RASA1
SHC1	GRB2
SHC1	IL4R
SHC2	FLT1
SHC2	GRB2
SHC2	NTRK1
SHC2	SOS1
SHC3	RET
SHC3	GRB2
SHC3	NTRK1
SHC3	APP
SHC3	SOS1
SHC3	AXL
SHC3	EGFR
SHC4	GRB2
SMAD2	BRCA1
SMAD2	CTNNB1
SMAD2	BRCA2
SMAD2	KPNB1
SMAD2	IRAK2
SMAD2	HDAC1
SMAD2	E2F4
SMAD2	AKT1
SMAD2	CDK4
SMAD2	CDK2
SMAD2	CREBBP
SMAD2	EP300
SMAD3	E2F4
SMAD3	GRB2
SMAD3	CREBBP
SMAD3	SMAD2
SMAD3	CTNNB1
SMAD3	AKT1
SMAD3	BRCA2
SMAD3	KPNB1
SMAD3	BRCA1
SMAD3	EP300
SMAD3	CEBPB
SMAD3	CDK2
SMAD3	CDK4
SMAD3	ATF3
SMAD4	SMAD3
SMAD4	KPNB1
SMAD4	EP300
SMAD4	BRCA1
SMAD4	CEBPB
SMAD4	SMAD2
SMAD4	CREBBP
SMAD4	AKT1
SMAD4	CTNNB1
SMARCA2	HDAC1
SMARCA2	SMARCA4
SMARCA2	ACTL6A
SMARCA2	SMARCD1
SMARCA2	SMARCB1
SMARCA2	RUVBL1
SMARCA2	HDAC2
SMARCA2	BRCA1
SMARCA2	KHDRBS1
SMARCA2	CEBPB
SMARCA2	RBBP4
SMARCA2	PHB
SMARCA2	ARID1B
SMARCA2	NR3C1
SMARCA2	E2F4
SMARCA2	CDK8
SMARCA2	ESR1
SMARCA2	SIN3A
SMARCA2	POLR2A
SMARCA2	MECP2
SMARCA2	CCNE1
SMARCA2	MYB
SMARCA2	GSK3B
SMARCA4	HDAC2
SMARCA4	RAP1A
SMARCA4	NOL3
SMARCA4	CBX5
SMARCA4	ESR1
SMARCA4	ESR2
SMARCA4	CREB1
SMARCA4	PPARG
SMARCA4	FANCA
SMARCA4	CEBPB
SMARCA4	HDAC1
SMARCA4	STK11
SMARCA4	RELA
SMARCA4	PHB
SMARCA4	NCOA1
SMARCA4	NR3C1
SMARCA4	CREBBP
SMARCA4	JUN
SMARCA4	BRCA1
SMARCA4	HMGB1
SMARCA4	CTNNB1
SMARCA4	RB1
SMARCA4	GTF2F1
SMARCA4	ACTL6A
SMARCA4	AHR
SMARCA4	NFKB2
SMARCA4	CCNE1
SMARCA4	SP1
SMARCA4	STAT2
SMARCA4	RBBP4
SMARCA4	GTF2A1
SMARCA4	TCF7L2
SMARCA4	ARID1B
SMARCA4	MYC
SMARCA4	PAX6
SMARCA4	SIN3A
SMARCA4	RELB
SMARCA4	AR
SMARCB1	HDAC2
SMARCB1	RBBP4
SMARCB1	SIN3A
SMARCB1	SMARCA4
SMARCB1	ARID1B
SMARCB1	NOL3
SMARCB1	NR3C1
SMARCB1	HDAC1
SMARCB1	RB1
SMARCB1	SRC
SMARCB1	CEBPB
SMARCB1	CREBBP
SMARCB1	RAN
SMARCB1	CCNE1
SMARCB1	MYC
SMARCB1	RELB
SMARCB1	ACTL6A
SMARCB1	BRCA1
SMARCC1	STAT2
SMARCC1	ARID1B
SMARCC1	ACTL6B
SMARCC1	SUPT16H
SMARCC1	ING1
SMARCC1	SIN3A
SMARCC1	KAT2B
SMARCC1	SMARCE1
SMARCC1	FANCA
SMARCC1	POLR2A
SMARCC1	GATA1
SMARCC1	CDK8
SMARCC1	IKBKB
SMARCC1	PBRM1
SMARCC1	NR3C1
SMARCC1	CREBBP
SMARCC1	KLF1
SMARCC1	SMARCA2
SMARCC1	MYC
SMARCC1	BRCA1
SMARCC1	SMARCD3
SMARCC1	AKR1B1
SMARCC1	NCOR1
SMARCC1	ARID2
SMARCC1	GRB2
SMARCC1	IKBKE
SMARCC1	SMARCB1
SMARCC1	VHL
SMARCC1	CEBPB
SMARCC1	AR
SMARCC1	RELB
SMARCC1	SP1
SMARCC1	HMGB1
SMARCC1	TOP2B
SMARCC1	SMARCA4
SMARCC1	SMARCD1
SMARCC1	GTF3A
SMARCC1	ACTL6A
SMARCC1	CCNE1
SMARCC2	SMARCE1
SMARCC2	NCOR1
SMARCC2	MAP3K3
SMARCC2	GTF3A
SMARCC2	HDAC1
SMARCC2	SMARCB1
SMARCC2	BRCA1
SMARCC2	KLF1
SMARCC2	SP1
SMARCC2	ARRB2
SMARCC2	SMARCA2
SMARCC2	ITSN1
SMARCC2	SMARCD1
SMARCC2	GATA1
SMARCC2	ARID2
SMARCC2	PBRM1
SMARCC2	ATXN1
SMARCC2	HMGB1
SMARCC2	RCOR1
SMARCC2	POLR2A
SMARCC2	NOVA1
SMARCC2	ACTL6B
SMARCC2	PHYHIP
SMARCC2	KAT2B
SMARCC2	ARID1B
SMARCC2	SUPT16H
SMARCC2	PEX14
SMARCC2	RELB
SMARCC2	ACTL6A
SMARCC2	ING1
SMARCC2	SRGAP3
SMARCC2	REST
SMARCC2	CDK8
SMARCC2	POLR2C
SMARCC2	STAT2
SMARCC2	CREBBP
SMARCC2	SMARCA4
SMARCC2	HDAC2
SMARCC2	TOP2B
SMARCC2	GRB2
SMARCC2	SMARCD3
SMARCD1	FOS
SMARCD1	SMARCB1
SMARCD1	ARID1B
SMARCD1	GRB2
SMARCD1	ACTL6A
SMARCD1	NR3C1
SMARCD1	CREBBP
SMARCD1	SMARCA4
SMARCD1	KRT15
SMARCD1	ESR1
SMARCD1	RXRA
SMARCD1	JUN
SMARCD1	RELB
SMARCD2	SMARCB1
SMARCD2	SMARCC1
SMARCD2	SMARCA4
SMARCD2	SMARCA2
SMARCD2	GRB2
SMARCD2	ARID1A
SMARCD2	ARID1B
SMARCD2	XRN1
SMARCD2	ACTL6A
SMARCD2	PBRM1
SMARCD2	SMARCC2
SMARCD2	SMARCE1
SMARCD2	BRCA1
SMARCD2	RELB
SMARCD3	SMARCA2
SMARCD3	SMARCE1
SMARCD3	ARHGAP1
SMARCD3	PBRM1
SMARCD3	FANCA
SMARCD3	CCNE1
SMARCD3	ACTL6A
SMARCD3	ARID1B
SMARCD3	SMARCB1
SMARCD3	SMARCA4
SMARCD3	STARD13
SMARCD3	TBL1X
SMARCE1	SMAD1
SMARCE1	NCOA1
SMARCE1	RCOR1
SMARCE1	ESR1
SMARCE1	ACTL6A
SMARCE1	SRC
SMARCE1	ESR2
SMARCE1	NCOA3
SMARCE1	STAT2
SMARCE1	SMARCA2
SMARCE1	DISC1
SMARCE1	GATA1
SMARCE1	SMARCB1
SMARCE1	SMARCD1
SMARCE1	NCOA2
SMARCE1	HDAC2
SMARCE1	RELB
SMARCE1	HDAC1
SMARCE1	SMARCA4
SMARCE1	NR3C1
SORL1	GGA1
SORL1	GGA2
SORL1	LRPAP1
SORL1	FURIN
SORL1	CFTR
SOS1	ABL1
SOS1	HRAS
SOS1	PAK1
SOS1	GRB2
SOS1	LCK
SOS1	ERBB2
SOS1	EGFR
SOS1	RAC1
SOS1	NCK1
SOS1	FGFR3
SOS1	IL6
SOS1	NF2
SOS1	CRK
SOS1	SHC1
SOS1	CBLB
SOS1	CRKL
SOS1	IGF1R
SOS1	CBL
SOS2	FYN
SOS2	ABL1
SOS2	PLCG1
SOS2	PAK1
SOS2	GRB2
SOS2	PIK3R1
SOS2	EGFR
SOS2	CRKL
SOS2	CRK
SOS2	ABI1
SOS2	SHC1
SOS2	NCK1
SOS2	SRC
SOS2	HRAS
SOS2	PAK2
SPP1	ITGB1
SPP1	F2
SPP1	SGTA
SPP1	ITGA9
SPP1	CD44
SPP1	IGFBP5
SPP1	ITGAV
SPP1	PRKCA
SPP1	CSNK2A1
SPP1	CSNK2A2
STYXL1	AES
STYXL1	SMC1A
STYXL1	TGFBR1
STYXL1	SRPRB
TCF7	PYGO1
TCF7	EP300
TCF7	APC
TCF7	JUP
TCF7	TLE4
TCF7	SMARCA4
TCF7	TLE2
TCF7	TLE1
TCF7	BCL9L
TCF7	SOX17
TCF7	CTNNB1
TCF7	TLE3
TCF7	BTRC
TCF7	CTBP1
TCF7	HDAC1
TCF7	CREBBP
TCF7L1	TLE1
TCF7L1	APC
TCF7L1	TLE3
TCF7L1	CREBBP
TCF7L1	EP300
TCF7L1	CTBP1
TCF7L1	CTNNB1
TCF7L1	HDAC1
TCF7L1	JUP
TCF7L1	SMARCA4
TCF7L1	BTRC
TCF7L1	TLE4
TCF7L1	TLE2
TCF7L1	PYGO1
TCF7L1	SOX17
TCF7L2	PSEN1
TCF7L2	EP300
TCF7L2	RAC1
TCF7L2	JUP
TCF7L2	CTNNB1
TCF7L2	DAXX
TCF7L2	CREBBP
TCF7L2	HDAC2
TCF7L2	CSNK2A2
TCF7L2	HDAC1
TERT	XRCC5
TERT	AKT1
TERT	SMARCA4
TERT	DKC1
TERT	ABL1
TERT	HSP90AA1
TERT	RELA
TERT	MTOR
TERT	SRC
TERT	PRKCA
TERT	CTNNB1
TERT	NCL
TGFB1	SMAD3
TGFB1	SMAD2
TGFB1	APP
TGFB1	ITGAV
TGFB1	DAXX
TGFB2	FMOD
TGFB2	BMP2
TGFB2	APP
TGFB2	TGFB3
TGFB2	LTBP3
TGFB2	TGFB1
TGFB2	TGFBR1
TGFB2	CTGF
TGFB2	ENG
TGFB3	ITGAV
TGFBR1	CSNK2A2
TGFBR1	STAT1
TGFBR1	EFNA1
TGFBR1	PAK1
TGFBR1	CHN2
TGFBR1	SMAD4
TGFBR1	FKBP1A
TGFBR1	ITK
TGFBR1	RHOG
TGFBR1	BMPR1B
TGFBR1	RTKN
TGFBR1	RAN
TGFBR1	CAV1
TGFBR1	CHN1
TGFBR1	SMAD2
TGFBR1	RNF5
TGFBR1	PML
TGFBR1	CDK6
TGFBR1	RPS27A
TGFBR1	CLU
TGFBR1	ARL4D
TGFBR1	CDK4
TGFBR1	TGFB1
TGFBR1	TGFB3
TGFBR1	GNB2
TGFBR1	CHUK
TGFBR1	PIK3R1
TGFBR1	XIAP
TGFBR1	PPP2R2A
TGFBR1	AP2B1
TGFBR1	SMAD3
TGFBR1	SMAD7
TGFBR1	ZFYVE9
TGFBR1	RHOA
TGFBR1	SMAD1
TGFBR1	BMPR2
TGFBR1	CD44
TGFBR1	CTNNB1
TGFBR1	PARD6A
TGFBR1	LIMS1
TGFBR1	IKBKB
TGFBR1	CSNK1D
TGFBR2	ENG
TGFBR2	ACVRL1
TGFBR2	TGFB3
TGFBR2	DAXX
TGFBR2	CDK1
TGFBR2	CCNB1
TGFBR2	TGFB1I1
TGFBR2	AP2B1
TGFBR2	SMAD2
TGFBR2	TGFB2
TGFBR2	TGFBR1
TGFBR2	PML
TGFBR2	SCRIB
TGFBR2	CTNNB1
TGFBR2	ZFYVE9
TGFBR2	CD44
TGFBR2	SMAD3
TGFBR2	DAB2
TGFBR2	SMAD7
TGFBR2	SMAD4
TGFBR2	CLU
TGFBR2	PIK3R2
TGFBR2	ARHGEF6
TGFBR2	PAK1
TGFBR2	TGFB1
TGFBR2	PIK3R1
TNFAIP6	ACAN
TNFAIP6	THBS1
TXNRD1	TXNIP
TXNRD2	BCAS2
TXNRD2	NCOR1
TXNRD2	PSMC3
VCAN	FBN1
VCAN	SELPLG
VCAN	ITGB1
VCAN	ACAN
VCAN	ADAMTS1
VCAN	CD44
VLDLR	LPL
VLDLR	APOE
VLDLR	CLTC
VLDLR	LRPAP1
VLDLR	CD36
VLDLR	AP2B1
VLDLR	CLU
VLDLR	DAB1
WNT1	FZD8
WNT1	GSK3B
WNT1	SFRP1
WNT1	DVL1
WNT1	LRP6
WNT1	DVL3
WNT1	LRP5
WNT1	SFRP2
WNT1	FZD1
WNT1	AXIN1
WNT1	RYK
WNT1	DVL2
WNT10A	FZD10
WNT10A	FZD5
WNT10A	FZD4
WNT10A	FZD1
WNT10A	FZD6
WNT10A	FZD8
WNT10A	FZD7
WNT10A	FZD3
WNT10A	FZD2
WNT10B	FZD3
WNT10B	FZD5
WNT10B	FZD4
WNT10B	FZD1
WNT10B	FZD10
WNT10B	FZD7
WNT10B	FZD2
WNT10B	FZD6
WNT10B	FZD8
WNT11	DVL3
WNT11	FZD3
WNT11	FZD2
WNT11	DVL2
WNT11	FZD4
WNT11	FZD5
WNT11	DVL1
WNT11	FZD10
WNT11	FZD6
WNT11	FZD1
WNT11	FZD7
WNT11	FZD8
WNT16	FZD7
WNT16	FZD1
WNT16	FZD2
WNT16	FZD3
WNT16	FZD4
WNT16	FZD5
WNT16	BCL6
WNT16	FZD8
WNT16	FZD6
WNT2	SFRP1
WNT2	FZD1
WNT2	LRP6
WNT2	FZD8
WNT2B	FZD7
WNT2B	BRCA1
WNT2B	FZD4
WNT2B	FZD3
WNT2B	WLS
WNT2B	FZD5
WNT2B	FZD2
WNT2B	FZD10
WNT2B	FZD1
WNT2B	FZD8
WNT2B	FZD6
WNT3	FZD1
WNT3	FZD4
WNT3	RYK
WNT3	FZD5
WNT3	FZD3
WNT3	LRP6
WNT3	FZD7
WNT3	FZD2
WNT3	FZD8
WNT3	FZD6
WNT3A	SFRP2
WNT3A	LRP6
WNT3A	GPC3
WNT3A	AXIN1
WNT3A	FZD5
WNT3A	DVL3
WNT3A	GSK3B
WNT3A	SFRP1
WNT3A	PORCN
WNT3A	FZD8
WNT3A	CTNNB1
WNT3A	RYK
WNT3A	FZD1
WNT3A	DLG1
WNT3A	FZD7
WNT3A	LRP5
WNT3A	DLG4
WNT3A	DLG2
WNT3A	WNT1
WNT3A	WNT2
WNT3A	GSK3A
WNT3A	FZD3
WNT3A	DVL1
WNT3A	DKK1
WNT3A	LRP1
WNT3A	FZD6
WNT3A	DVL2
WNT4	DVL3
WNT4	PORCN
WNT4	DVL2
WNT4	FZD2
WNT4	SFRP2
WNT4	FZD10
WNT4	DVL1
WNT4	FZD1
WNT4	FZD6
WNT4	FZD3
WNT4	FZD4
WNT4	FZD7
WNT4	SFRP1
WNT4	FZD5
WNT4	FZD8
WNT5A	FZD4
WNT5A	DNM2
WNT5A	FZD7
WNT5A	ROR2
WNT5A	FZD1
WNT5A	DNAJC6
WNT5A	FZD3
WNT5A	DVL3
WNT5A	DVL1
WNT5A	RYK
WNT5A	FZD10
WNT5A	CLTCL1
WNT5A	GAK
WNT5A	DNM1
WNT5A	DNM3
WNT5A	FZD5
WNT5A	VANGL2
WNT5A	FZD6
WNT5A	LRP5
WNT5A	CLTC
WNT5A	FZD2
WNT5A	DVL2
WNT5A	LRP6
WNT5A	FZD8
WNT5B	DVL1
WNT5B	FZD6
WNT5B	DVL2
WNT5B	APPBP2
WNT5B	DVL3
WNT5B	FZD3
WNT5B	FZD7
WNT5B	FZD1
WNT5B	PORCN
WNT6	FZD2
WNT6	FZD5
WNT6	FZD4
WNT6	FZD1
WNT6	FZD8
WNT6	FZD10
WNT6	FZD6
WNT6	FZD3
WNT6	PORCN
WNT6	FZD7
WNT7A	FZD5
WNT7A	LRP6
WNT7A	FZD9
WNT7A	FZD3
WNT7A	FZD2
WNT7A	FZD7
WNT7A	STRN4
WNT7A	FZD1
WNT7A	FZD8
WNT7A	FZD6
WNT7B	FZD6
WNT7B	FZD1
WNT7B	FZD10
WNT7B	LRP5
WNT7B	FZD2
WNT7B	FZD5
WNT7B	FZD3
WNT7B	FZD7
WNT7B	FZD8
WNT7B	PORCN
WNT7B	FZD4
WNT7B	GPC3
WNT8A	FZD5
WNT8A	DVL3
WNT8A	FZD1
WNT8A	FZD7
WNT8A	AXIN1
WNT8A	FZD3
WNT8A	DVL2
WNT8A	FZD2
WNT8A	FZD6
WNT8A	FZD4
WNT8A	GSK3B
WNT8A	DVL1
WNT8A	LRP6
WNT8A	FZD8
WNT8A	FZD10
WNT8A	LRP5
WNT8B	FZD6
WNT8B	FZD4
WNT8B	FZD8
WNT8B	FZD2
WNT8B	DVL3
WNT8B	DVL2
WNT8B	LRP6
WNT8B	FZD3
WNT8B	FZD10
WNT8B	AXIN1
WNT8B	GSK3B
WNT8B	FZD5
WNT8B	LRP5
WNT8B	DVL1
WNT8B	FZD7
WNT8B	FZD1
WNT9A	FZD7
WNT9A	FZD1
WNT9A	FZD5
WNT9A	FZD10
WNT9A	FZD4
WNT9A	FZD3
WNT9A	FZD6
WNT9A	FZD2
WNT9A	FZD8
WNT9B	FZD1
WNT9B	FZD10
WNT9B	FZD3
WNT9B	FZD2
WNT9B	FZD7
WNT9B	FZD6
WNT9B	FZD8
WNT9B	FZD5
WNT9B	FZD4
ZNF8	SMAD4
ZNF8	SMAD3
ZNF8	SMAD2
ZNF8	SMAD1
ZNF8	SMAD5
ACAN	MMP20
ACAN	MMP2
ACAN	ADAMTS5
ACAN	MMP3
ACAN	MMP19
ACAN	TNR
ACAN	HAPLN1
ACAN	FBLN1
ACAN	MMP8
ACAN	VCAN
ACAN	LUM
ACAN	TNFAIP6
ACAN	MMP1
ACAN	MMP14
ACAN	ADAMTS4
ACAN	FBLN2
ACTL6A	EPC1
ACTL6A	MORF4L1
ACTL6A	EPC2
ACTL6A	SMARCA2
ACTL6A	RUVBL2
ACTL6A	MRGBP
ACTL6A	EWSR1
ACTL6A	YY1
ACTL6A	INO80
ACTL6A	RUVBL1
ACTL6A	ACTR8
ACTL6A	MEAF6
ACTL6A	VPS72
ACTL6A	DMAP1
ACTL6A	SMARCD3
ACTL6A	INO80E
ACTL6A	MORF4L2
ACTL6A	INO80C
ACTL6A	MAP3K8
ACTL6A	INO80D
ACTL6A	ZNHIT1
ACTL6A	SMARCE1
ACTL6A	MCRS1
ACTL6A	ANP32E
ACTL6A	EAF1
ACTL6A	EP400
ACTL6A	SMARCB1
ACTL6A	ACTR5
ACTL6A	SMARCD2
ACTL6A	SMARCC2
ACTL6A	SRCAP
ACTL6A	YEATS4
ACTL6A	PBRM1
ACTL6A	UCHL5
ACTL6A	TRRAP
ACTL6A	SMARCD1
ACTL6A	ING1
ACTL6A	CASTOR3
ACTL6A	POLR2A
ACTL6A	FLII
ACTL6A	BRD8
ACTL6A	PRMT5
ACTL6A	SMARCC1
ACTL6A	RELB
ACTL6A	SMARCA4
ACTL6A	PLSCR4
ACTL6A	ING3
ACTL6A	ACTR6
ACTL6A	INO80B
ACTL6B	COQ9
ACTL6B	SMARCC1
ACTL6B	SMARCC2
AKT1	HSP90AA1
AKT1	PIK3R1
AKT1	IKBKB
AKT1	SMAD2
AKT1	PDK1
AKT1	GATA1
AKT1	PAK6
AKT1	ITGB3
AKT1	IRS1
AKT1	THEM4
AKT1	BCL10
AKT1	CDC42
AKT1	CDKN1A
AKT1	CASP3
AKT1	PDPK1
AKT1	SH3RF1
AKT1	HTT
AKT1	FOXO4
AKT1	MAPKAPK2
AKT1	TSC1
AKT1	CAMKK1
AKT1	CSNK2A1
AKT1	EIF4EBP1
AKT1	PTPN1
AKT1	MAPK14
AKT1	ESR2
AKT1	XIAP
AKT1	GSK3A
AKT1	MAPKAP1
AKT1	KRT10
AKT1	AKTIP
AKT1	GSK3B
AKT1	IRAK1
AKT1	ARRB1
AKT1	YAP1
AKT1	CHEK1
AKT1	CREB1
AKT1	CDKN1B
AKT1	TSC2
AKT1	PRKDC
AKT1	S1PR1
AKT1	TCL1B
AKT1	BCL2L11
AKT1	CARHSP1
AKT1	MAP3K11
AKT1	MTOR
AKT1	ARHGAP32
AKT1	SETDB1
AKT1	CCDC88A
AKT1	MST1R
AKT1	PPL
AKT1	PLXNA1
AKT1	BRCA1
AKT1	AHNAK
AKT1	CHN2
AKT1	TNFSF11
AKT1	PKN1
AKT1	TRIB3
AKT1	WNK1
AKT1	SH2D1A
AKT1	HMOX1
AKT1	CDC37
AKT1	ATXN1
AKT1	HSP90AA2P
AKT1	MAP3K5
AKT1	EZH2
AKT1	ARRB2
AKT1	NR4A1
AKT1	SMAD4
AKT1	PIAS2
AKT1	ITSN1
AKT1	EP300
AKT1	APPL1
AKT1	METTL1
AKT1	PTEN
AKT1	AKR1B1
AKT1	PDE3B
AKT1	DLC1
AKT1	RAB3D
AKT1	PAK1
AKT1	RAF1
AKT1	GAB2
AKT1	PDK2
AKT1	AR
AKT1	PEA15
AKT1	KTN1
AKT1	CHUK
AKT1	PFKFB2
AKT1	PKN2
AKT1	MAP3K8
AKT1	FOXO1
AKT1	NOS3
AKT1	SMAD7
AKT1	TCL6
AKT1	SRC
AKT1	PPM1A
AKT1	RPS6KB1
AKT1	MAPK8IP1
AKT1	FOXO3
AKT1	TCL1A
AKT1	SH2B2
AKT1	SMAD3
AKT1	GATA2
AKT1	HIST2H2BE
AKT1	STAT1
AKT1	CASP9
AKT1	GRB10
AKT1	RAC1
AKT1	MDM2
AKT1	MAP2K4
AKT1	MDM4
AKT1	TERT
AKT1	PRG2
AKT1	FANCA
AKT1	ESR1
AKT1	YWHAZ
AKT1	PPP2CA
AKT1	PHLPP1
AKT1	BRAF
AKT1	AKT2
AKT1	ARHGAP29
AKT1	UXS1
AKT1	PRKCQ
AKT2	PRKDC
AKT2	SLC2A4
AKT2	GSK3B
AKT2	RAB3D
AKT2	XIAP
AKT2	SH3RF1
AKT2	PDPK1
AKT2	ESR1
AKT2	APPL1
AKT2	TRIB3
AKT2	TCL1B
AKT2	TCL1A
AKT2	SETDB1
AKT2	FOXO4
AKT2	HSP90AA1
AKT2	FSHR
APC	CSNK1E
APC	PRKACA
APC	SFN
APC	TFAP2A
APC	GSK3B
APC	CTNNA1
APC	UBA52
APC	TCF7L1
APC	DLG1
APC	BUB1
APC	CSNK2A1
APC	DLG3
APC	KRT1
APC	XPO1
APC	SEC23A
APC	CTBP1
APC	GSK3A
APC	IQGAP1
APC	AXIN1
APC	ZRANB1
APC	MCM5
APC	ARHGEF4
APC	MUC1
APC	PPP2CA
APC	PPP2R5A
APC	AXIN2
APC	MAPRE1
APC	DVL3
APC	LEF1
APC	DVL2
APC	CAPZA2
APC	SIAH1
APC	RP1
APC	TCF7
APC	CDC20
APC	TRIM28
APC	MAPRE2
APC	KIFAP3
APC	KRT9
APC	DVL1
APC	PTPN13
APC	DLGAP1
APC2	MAPRE1
APC2	ANAPC11
APC2	CDC16
APC2	MAPRE3
APC2	ANAPC10
APC2	ANAPC4
APC2	CDC26
APC2	ANAPC7
ARAF	CSK
ARAF	YWHAG
ARAF	PBK
ARAF	CPS1
ARAF	MAP2K1
ARAF	NUDT14
ARAF	MAPK1
ARAF	RRAS2
ARAF	NRAS
ARAF	KLHL12
ARAF	PRPF6
ARAF	TIMM50
ARAF	CNKSR1
ARAF	PIK3R1
ARAF	NELFCD
ARAF	HRAS
ARAF	SFN
ARAF	KRAS
ARAF	RAP1A
ARAF	CSNK2B
ARAF	PKM
ARAF	BRAF
ARAF	EFEMP1
ARAF	YWHAH
ARAF	YWHAB
ARAF	RRAS
ARAF	TIMM44
ARAF	KSR2
ARAF	MAPK3
ARAF	PDGFRB
ARAF	COPS3
ARAF	MAP2K2
ARAF	ASS1
ARAF	PEBP1
ARAF	KSR1
ARID1A	SMARCD2
ARID1B	SMARCC2
ARID1B	SMARCA4
ARID1B	SMARCD3
ARID1B	SUMO3
