gene	w	p_value
V1911	RBM23	37	0.00250482559204102
V2035	SCNN1A	37	0.00250482559204102
V2063	SELP	37	0.00250482559204102
V2164	SLC7A8	216	0.00250482559204102
V2187	SNUPN	37	0.00250482559204102
V2221	SPP1	37	0.00250482559204102
V2223	SPRY2	37	0.00250482559204102
V2238	SRP19	216	0.00250482559204102
V2254	SSTR5	216	0.00250482559204102
V2269	STK38	37	0.00250482559204102
V2271	STK4	216	0.00250482559204102
V2330	TBCB	216	0.00250482559204102
V2331	TBL3	37	0.00250482559204102
V2355	TG	37	0.00250482559204102
V2502	TUBGCP2	37	0.00250482559204102
V2562	USP8	37	0.00250482559204102
V2657	ZNF8	37	0.00250482559204102
V2660	ZSCAN32	216	0.00250482559204102
V7	ABHD16A	38	0.00285148620605469
V172	BCL11B	215	0.00285148620605469
V187	BICRA	215	0.00285148620605469
V196	BMP2	38	0.00285148620605469
V277	CCDC6	38	0.00285148620605469
V318	CD74	215	0.00285148620605469
V335	CDC42EP4	38	0.00285148620605469
V347	CDK12	38	0.00285148620605469
V435	CNTN2	215	0.00285148620605469
V520	CYBB	38	0.00285148620605469
V582	DNAJB2	215	0.00285148620605469
V868	GLS2	38	0.00285148620605469
V879	GNG13	215	0.00285148620605469
V986	HIST1H2AG	215	0.00285148620605469
V993	HIST1H3C	215	0.00285148620605469
V1007	HK2	38	0.00285148620605469
V1113	ING3	38	0.00285148620605469
V1132	ITGA3	38	0.00285148620605469
V1181	KHDRBS3	38	0.00285148620605469
V1198	KIF2B	38	0.00285148620605469
V1199	KIF2C	215	0.00285148620605469
V1240	LAMA2	38	0.00285148620605469
V1319	MAP2	38	0.00285148620605469
V1365	MCTS1	38	0.00285148620605469
V1369	MECOM	215	0.00285148620605469
V1379	MEF2A	38	0.00285148620605469
V1435	MS4A1	215	0.00285148620605469
V1556	NONO	38	0.00285148620605469
V1633	OXSR1	38	0.00285148620605469
V1648	PASK	38	0.00285148620605469
V1866	RAB2A	38	0.00285148620605469
V1898	RASGRF1	38	0.00285148620605469
V1906	RBBP5	38	0.00285148620605469
V1942	RHOD	215	0.00285148620605469
V1962	RNF138	38	0.00285148620605469
V2100	SGCE	38	0.00285148620605469
V2133	SIN3B	38	0.00285148620605469
V2212	SPC25	215	0.00285148620605469
V2252	SSTR3	215	0.00285148620605469
V2344	TEP1	215	0.00285148620605469
V2383	TK1	215	0.00285148620605469
V2405	TMPRSS3	215	0.00285148620605469
V2628	YARS	215	0.00285148620605469
V12	ACAN	214	0.00323915481567383
V30	ADAM17	214	0.00323915481567383
V91	APRT	39	0.00323915481567383
V149	ATP6V1A	39	0.00323915481567383
V169	BBS1	39	0.00323915481567383
V211	BRPF3	39	0.00323915481567383
V352	CDK5RAP3	39	0.00323915481567383
V359	CDYL	214	0.00323915481567383
V403	CHRM4	214	0.00323915481567383
V510	CUTA	39	0.00323915481567383
V601	DOK5	214	0.00323915481567383
V764	FBXO3	39	0.00323915481567383
V930	GRPR	214	0.00323915481567383
V933	GTF2E2	39	0.00323915481567383
V953	HBEGF	214	0.00323915481567383
V957	HDAC6	39	0.00323915481567383
V1011	HLA-G	214	0.00323915481567383
V1103	IL36RN	39	0.00323915481567383
V1197	KIF2A	214	0.00323915481567383
V1211	KLHDC2	39	0.00323915481567383
V1377	MED24	214	0.00323915481567383
V1414	MOAP1	39	0.00323915481567383
V1417	MPDU1	39	0.00323915481567383
V1525	NFE2	39	0.00323915481567383
V1533	NGLY1	39	0.00323915481567383
V1608	NUP153	39	0.00323915481567383
V1657	PCBP4	39	0.00323915481567383
V1690	PGK1	214	0.00323915481567383
V1744	PMAIP1	214	0.00323915481567383
V1887	RAG1	39	0.00323915481567383
V1900	RASGRP3	214	0.00323915481567383
V1947	RIBC2	214	0.00323915481567383
V1971	RNU12-2P	214	0.00323915481567383
V2016	S1PR1	39	0.00323915481567383
V2037	SCNN1G	214	0.00323915481567383
V2116	SH3RF1	214	0.00323915481567383
V2146	SLAMF1	214	0.00323915481567383
V2203	SORL1	39	0.00323915481567383
V2228	SPTBN5	39	0.00323915481567383
V2232	SQSTM1	39	0.00323915481567383
V2284	STYXL1	39	0.00323915481567383
V2301	SYT1	39	0.00323915481567383
V2371	TIMELESS	214	0.00323915481567383
V2482	TSHR	39	0.00323915481567383
V2522	UBE2U	39	0.00323915481567383
V2561	USP7	39	0.00323915481567383
V2644	ZNF174	214	0.00323915481567383
V2661	ZWILCH	214	0.00323915481567383
V112	ARL6IP5	213	0.00367116928100586
V126	ASB7	213	0.00367116928100586
V170	BBS10	213	0.00367116928100586
V349	CDK17	40	0.00367116928100586
V350	CDK19	40	0.00367116928100586
V429	CNN1	213	0.00367116928100586
V486	CRYZ	213	0.00367116928100586
V494	CSPG4	213	0.00367116928100586
V531	DARS	213	0.00367116928100586
V662	EID2B	213	0.00367116928100586
V724	ESRRG	40	0.00367116928100586
V792	FNBP1L	213	0.00367116928100586
V910	GRIA1	40	0.00367116928100586
V1000	HIST1H4D	40	0.00367116928100586
V1085	IKZF1	40	0.00367116928100586
V1092	IL12RB1	40	0.00367116928100586
V1154	KANSL3	40	0.00367116928100586
V1283	LRP1	40	0.00367116928100586
V1386	MFAP5	213	0.00367116928100586
V1420	MPP6	213	0.00367116928100586
V1421	MPRIP	213	0.00367116928100586
V1539	NIPSNAP3A	40	0.00367116928100586
V1588	NRCAM	40	0.00367116928100586
V1594	NRXN3	213	0.00367116928100586
V1615	OGA	213	0.00367116928100586
V1640	PAIP1	40	0.00367116928100586
V1674	PDS5A	213	0.00367116928100586
V1725	PKP3	213	0.00367116928100586
V1786	PPP2R2C	213	0.00367116928100586
V1828	PTCD3	40	0.00367116928100586
V1831	PTGFR	213	0.00367116928100586
V1844	PTPRJ	40	0.00367116928100586
V1877	RABEP1	40	0.00367116928100586
V1878	RABL6	213	0.00367116928100586
V1909	RBFOX2	213	0.00367116928100586
V1919	RDX	40	0.00367116928100586
V1946	RHPN2	40	0.00367116928100586
V1988	RPS6KA2	40	0.00367116928100586
V1990	RRAD	213	0.00367116928100586
V2001	RTCA	40	0.00367116928100586
V2067	SEMA3F	40	0.00367116928100586
V2099	SGCB	40	0.00367116928100586
V2149	SLC12A2	40	0.00367116928100586
V2259	STAT5B	40	0.00367116928100586
V2366	THOC5	213	0.00367116928100586
V2396	TMBIM4	40	0.00367116928100586
V2414	TNFRSF18	213	0.00367116928100586
V2588	VPS36	40	0.00367116928100586
V2590	VPS51	213	0.00367116928100586
V2599	WDCP	40	0.00367116928100586
V2605	WHRN	40	0.00367116928100586
V2613	WNT5B	213	0.00367116928100586
V2617	WRNIP1	213	0.00367116928100586
V83	APBB1	41	0.00415134429931641
V114	ARMCX2	212	0.00415134429931641
V168	BAZ1A	41	0.00415134429931641
V305	CD247	212	0.00415134429931641
V394	CHMP1A	212	0.00415134429931641
V454	COMMD4	41	0.00415134429931641
V517	CXCR2	41	0.00415134429931641
V544	DDOST	41	0.00415134429931641
V596	DOCK3	41	0.00415134429931641
V642	ECM1	212	0.00415134429931641
V648	EEF1A2	212	0.00415134429931641
V703	EPHA6	212	0.00415134429931641
V793	FNBP4	212	0.00415134429931641
V861	GKAP1	212	0.00415134429931641
V877	GNAT3	212	0.00415134429931641
V906	GRAP	212	0.00415134429931641
V943	H2AFJ	212	0.00415134429931641
V944	HACD3	212	0.00415134429931641
V949	HAUS2	212	0.00415134429931641
V982	HIST1H1B	212	0.00415134429931641
V1082	IGSF21	41	0.00415134429931641
V1114	INSIG2	212	0.00415134429931641
V1146	JAG1	212	0.00415134429931641
V1224	KPNA4	212	0.00415134429931641
V1256	LDLRAP1	41	0.00415134429931641
V1337	MAPK8IP3	41	0.00415134429931641
V1385	METAP2	41	0.00415134429931641
V1422	MPZL1	212	0.00415134429931641
V1424	MRFAP1	41	0.00415134429931641
V1491	NAP1L5	41	0.00415134429931641
V1527	NFIC	212	0.00415134429931641
V1546	NLGN4X	41	0.00415134429931641
V1634	P4HA1	212	0.00415134429931641
V1798	PRAF2	212	0.00415134429931641
V1835	PTPN14	41	0.00415134429931641
V1940	RHOBTB1	41	0.00415134429931641
V1969	RNF40	41	0.00415134429931641
V1970	RNMT	212	0.00415134429931641
V2012	S100A10	41	0.00415134429931641
V2017	SAFB2	212	0.00415134429931641
V2023	SAP30L	41	0.00415134429931641
V2038	SCRIB	41	0.00415134429931641
V2092	SETD5	212	0.00415134429931641
V2434	TOMM34	41	0.00415134429931641
V2521	UBE2E2	41	0.00415134429931641
V2557	USP13	212	0.00415134429931641
V2583	VPS13A	212	0.00415134429931641
V2629	YBX3	212	0.00415134429931641
V2662	ZWINT	212	0.00415134429931641
V5	ABCG5	211	0.0046849250793457
V94	ARFGEF1	211	0.0046849250793457
V121	ASAP2	42	0.0046849250793457
V131	ASNS	211	0.0046849250793457
V157	B4GALT3	211	0.0046849250793457
V183	BEX3	42	0.0046849250793457
V265	CATSPER1	211	0.0046849250793457
V266	CBFA2T2	42	0.0046849250793457
V296	CCT6B	42	0.0046849250793457
V304	CD244	211	0.0046849250793457
V373	CENPT	42	0.0046849250793457
V379	CEP76	211	0.0046849250793457
V433	CNR1	42	0.0046849250793457
V466	COX6C	211	0.0046849250793457
V562	DHX36	42	0.0046849250793457
V585	DNAJC10	42	0.0046849250793457
V586	DNAJC6	42	0.0046849250793457
V790	FMNL1	211	0.0046849250793457
V791	FMR1	211	0.0046849250793457
V859	GJA3	211	0.0046849250793457
V862	GLB1	42	0.0046849250793457
V898	GPI	42	0.0046849250793457
V1019	HNF1B	42	0.0046849250793457
V1032	HPS6	42	0.0046849250793457
V1043	HSPA1L	42	0.0046849250793457
V1069	IFNGR2	42	0.0046849250793457
V1093	IL13RA1	211	0.0046849250793457
V1161	KCND2	211	0.0046849250793457
V1216	KLK2	211	0.0046849250793457
V1225	KPNA6	42	0.0046849250793457
V1271	LMNB2	211	0.0046849250793457
V1320	MAP2K7	42	0.0046849250793457
V1336	MAPK8IP2	211	0.0046849250793457
V1431	MRPS21	42	0.0046849250793457
V1442	MSX2	211	0.0046849250793457
V1449	MTIF2	211	0.0046849250793457
V1565	NPFFR1	211	0.0046849250793457
V1649	PATL1	42	0.0046849250793457
V1773	POU1F1	211	0.0046849250793457
V1806	PRKCG	42	0.0046849250793457
V1816	PRPH2	42	0.0046849250793457
V1823	PSMB8	42	0.0046849250793457
V1879	RACGAP1	211	0.0046849250793457
V2010	RYR2	42	0.0046849250793457
V2032	SCAND1	211	0.0046849250793457
V2066	SEMA3C	211	0.0046849250793457
V2110	SH3BP5	42	0.0046849250793457
V2225	SPTB	42	0.0046849250793457
V2234	SRFBP1	42	0.0046849250793457
V2283	STX8	42	0.0046849250793457
V2287	SUGP1	211	0.0046849250793457
V2397	TMED3	42	0.0046849250793457
V2472	TRIM9	211	0.0046849250793457
V2586	VPS28	42	0.0046849250793457
V2654	ZNF689	211	0.0046849250793457
V29	ADAM15	43	0.00527572631835937
V142	ATP2B4	210	0.00527572631835937
V175	BCOR	210	0.00527572631835937
V287	CCM2L	210	0.00527572631835937
V297	CD14	210	0.00527572631835937
V393	CHIC2	210	0.00527572631835937
V500	CTGF	210	0.00527572631835937
V539	DCLRE1B	210	0.00527572631835937
V635	DYNLT3	43	0.00527572631835937
V681	ELF4	210	0.00527572631835937
V709	EPS8	43	0.00527572631835937
V781	FH	210	0.00527572631835937
V846	GDF6	210	0.00527572631835937
V912	GRIA3	43	0.00527572631835937
V942	GZMA	43	0.00527572631835937
V961	HEATR1	43	0.00527572631835937
V977	HIPK1	210	0.00527572631835937
V995	HIST1H3H	210	0.00527572631835937
V1053	HTR3A	43	0.00527572631835937
V1063	ID3	210	0.00527572631835937
V1102	IL3	43	0.00527572631835937
V1139	ITGB3	43	0.00527572631835937
V1212	KLHL1	43	0.00527572631835937
V1252	LBP	43	0.00527572631835937
V1255	LDLR	210	0.00527572631835937
V1318	MAP1B	210	0.00527572631835937
V1352	MBD6	210	0.00527572631835937
V1358	MCF2L	210	0.00527572631835937
V1373	MED12	43	0.00527572631835937
V1409	MMP3	43	0.00527572631835937
V1448	MTHFD1L	43	0.00527572631835937
V1517	NELFB	210	0.00527572631835937
V1580	NR1I2	210	0.00527572631835937
V1598	NTN1	210	0.00527572631835937
V1600	NTNG2	43	0.00527572631835937
V1601	NTRK1	210	0.00527572631835937
V1623	ORC2	43	0.00527572631835937
V1664	PDE4A	210	0.00527572631835937
V1684	PFKFB3	210	0.00527572631835937
V1699	PHLDA1	210	0.00527572631835937
V1775	PPFIA1	43	0.00527572631835937
V1827	PTAFR	210	0.00527572631835937
V1901	RASSF1	43	0.00527572631835937
V1943	RHOH	210	0.00527572631835937
V2069	SEMA7A	43	0.00527572631835937
V2117	SHANK1	210	0.00527572631835937
V2128	SIGLEC12	210	0.00527572631835937
V2273	STON2	43	0.00527572631835937
V2303	SYVN1	43	0.00527572631835937
V2404	TMLHE	210	0.00527572631835937
V2426	TNNT3	210	0.00527572631835937
V2436	TOP2B	43	0.00527572631835937
V38	ADGRB2	209	0.00592851638793945
V79	AP4M1	209	0.00592851638793945
V96	ARFIP2	44	0.00592851638793945
V99	ARHGAP31	44	0.00592851638793945
V107	ARID3A	209	0.00592851638793945
V133	ATF6	44	0.00592851638793945
V164	BANF1	209	0.00592851638793945
V165	BAP1	209	0.00592851638793945
V218	C10orf88	44	0.00592851638793945
V255	CAPZA2	44	0.00592851638793945
V396	CHMP7	44	0.00592851638793945
V402	CHRM2	209	0.00592851638793945
V413	CLIC3	209	0.00592851638793945
V453	COMMD2	44	0.00592851638793945
V463	COTL1	44	0.00592851638793945
V498	CTDSP1	209	0.00592851638793945
V525	CYR61	209	0.00592851638793945
V575	DMC1	44	0.00592851638793945
V594	DOCK1	44	0.00592851638793945
V615	DRG1	44	0.00592851638793945
V644	EDA	209	0.00592851638793945
V654	EFNA5	209	0.00592851638793945
V660	EID1	44	0.00592851638793945
V679	ELAVL2	44	0.00592851638793945
V700	EPC2	209	0.00592851638793945
V729	EXOC5	44	0.00592851638793945
V754	FAU	44	0.00592851638793945
V844	GCLM	44	0.00592851638793945
V849	GEMIN5	209	0.00592851638793945
V867	GLRX3	44	0.00592851638793945
V922	GRIPAP1	44	0.00592851638793945
V936	GTF2IRD1	209	0.00592851638793945
V989	HIST1H2BC	209	0.00592851638793945
V1079	IGFBP4	44	0.00592851638793945
V1110	IL9R	44	0.00592851638793945
V1143	ITPKA	209	0.00592851638793945
V1155	KATNB1	44	0.00592851638793945
V1244	LAMC1	209	0.00592851638793945
V1277	LNPEP	209	0.00592851638793945
V1321	MAP3K2	44	0.00592851638793945
V1413	MNT	209	0.00592851638793945
V1447	MTHFD1	44	0.00592851638793945
V1471	MYL5	44	0.00592851638793945
V1487	NAE1	209	0.00592851638793945
V1489	NAGPA	209	0.00592851638793945
V1492	NAPA	44	0.00592851638793945
V1606	NUF2	209	0.00592851638793945
V1658	PCF11	209	0.00592851638793945
V1762	POLR2M	209	0.00592851638793945
V1863	RAB17	209	0.00592851638793945
V1934	RGL1	44	0.00592851638793945
V2024	SAR1A	44	0.00592851638793945
V2065	SEMA3A	209	0.00592851638793945
V2077	SEPT5	44	0.00592851638793945
V2142	SKA3	209	0.00592851638793945
V2143	SKAP1	209	0.00592851638793945
V2160	SLC38A2	209	0.00592851638793945
V2217	SPINT1	209	0.00592851638793945
V2272	STOM	44	0.00592851638793945
V2304	TAAR1	209	0.00592851638793945
V2324	TAPBP	209	0.00592851638793945
V2413	TNFRSF17	209	0.00592851638793945
V2417	TNFSF14	44	0.00592851638793945
V2470	TRIM6	209	0.00592851638793945
V2510	TXNDC11	209	0.00592851638793945
V2567	VANGL1	209	0.00592851638793945
V2580	VLDLR	209	0.00592851638793945
V2582	VPS11	209	0.00592851638793945
V2650	ZNF384	44	0.00592851638793945
V56	AHSG	208	0.00664949417114258
V74	AP1G2	45	0.00664949417114258
V141	ATP2A3	45	0.00664949417114258
V190	BIN1	208	0.00664949417114258
V285	CCL7	208	0.00664949417114258
V378	CEP72	208	0.00664949417114258
V397	CHN1	45	0.00664949417114258
V437	COG4	45	0.00664949417114258
V548	DDX20	45	0.00664949417114258
V584	DNAJB9	208	0.00664949417114258
V701	EPHA10	208	0.00664949417114258
V731	EXOC8	45	0.00664949417114258
V745	F12	208	0.00664949417114258
V818	GABRB2	45	0.00664949417114258
V850	GEMIN7	208	0.00664949417114258
V985	HIST1H2AB	208	0.00664949417114258
V1029	HOXB4	45	0.00664949417114258
V1033	HR	45	0.00664949417114258
V1034	HRK	208	0.00664949417114258
V1038	HSF2	45	0.00664949417114258
V1121	INTS9	208	0.00664949417114258
V1153	KANSL2	208	0.00664949417114258
V1273	LMO4	208	0.00664949417114258
V1348	MATN2	45	0.00664949417114258
V1359	MCFD2	208	0.00664949417114258
V1502	NCKAP1	45	0.00664949417114258
V1547	NLK	45	0.00664949417114258
V1612	NXPH3	208	0.00664949417114258
V1833	PTP4A1	208	0.00664949417114258
V1849	PTTG1	208	0.00664949417114258
V1855	QDPR	208	0.00664949417114258
V1860	RAB11FIP5	45	0.00664949417114258
V1915	RBPJ	208	0.00664949417114258
V1916	RBSN	45	0.00664949417114258
V2008	RUNX1	45	0.00664949417114258
V2025	SARS	45	0.00664949417114258
V2192	SNX4	45	0.00664949417114258
V2208	SP4	208	0.00664949417114258
V2215	SPHK1	45	0.00664949417114258
V2296	SYF2	45	0.00664949417114258
V2312	TADA2B	45	0.00664949417114258
V2373	TIMM13	208	0.00664949417114258
V2443	TP73	208	0.00664949417114258
V2543	UNC13D	208	0.00664949417114258
V2578	VDR	45	0.00664949417114258
V2610	WNT11	45	0.00664949417114258
V2645	ZNF197	45	0.00664949417114258
V2656	ZNF764	208	0.00664949417114258
V2663	ZZZ3	208	0.00664949417114258
V39	ADM	207	0.00744342803955078
V55	AHR	46	0.00744342803955078
V66	ANAPC4	46	0.00744342803955078
V70	ANXA11	207	0.00744342803955078
V72	ANXA5	46	0.00744342803955078
V117	ARPC1B	207	0.00744342803955078
V261	CASP14	207	0.00744342803955078
V267	CBLL1	46	0.00744342803955078
V309	CD3EAP	46	0.00744342803955078
V364	CELF1	207	0.00744342803955078
V409	CKS2	207	0.00744342803955078
V446	COL5A1	207	0.00744342803955078
V471	CRCP	207	0.00744342803955078
V480	CRTC2	46	0.00744342803955078
V579	DNAH2	46	0.00744342803955078
V794	FOXA2	207	0.00744342803955078
V810	FZD5	46	0.00744342803955078
V863	GLI2	46	0.00744342803955078
V886	GNL3	207	0.00744342803955078
V932	GSTZ1	207	0.00744342803955078
V934	GTF2H4	207	0.00744342803955078
V941	GYS1	46	0.00744342803955078
V966	HERC4	46	0.00744342803955078
V1050	HTR1B	207	0.00744342803955078
V1228	KRT1	207	0.00744342803955078
V1260	LEPROT	46	0.00744342803955078
V1274	LMOD1	207	0.00744342803955078
V1303	LZTS2	207	0.00744342803955078
V1332	MAPK15	207	0.00744342803955078
V1457	MX1	46	0.00744342803955078
V1573	NPY2R	207	0.00744342803955078
V1586	NR5A1	46	0.00744342803955078
V1687	PGAM5	46	0.00744342803955078
V1689	PGF	207	0.00744342803955078
V1703	PICALM	46	0.00744342803955078
V1720	PKIA	46	0.00744342803955078
V1732	PLCB3	207	0.00744342803955078
V1735	PLEC	207	0.00744342803955078
V1746	PNKP	46	0.00744342803955078
V1748	PNOC	46	0.00744342803955078
V1825	PSPC1	46	0.00744342803955078
V1884	RAD54L	207	0.00744342803955078
V1955	RIOK3	46	0.00744342803955078
V1958	RLF	46	0.00744342803955078
V1989	RPS6KA3	46	0.00744342803955078
V2028	SCAF1	207	0.00744342803955078
V2056	SEC31A	46	0.00744342803955078
V2061	SELENON	207	0.00744342803955078
V2126	SIGLEC1	207	0.00744342803955078
V2155	SLC25A3	46	0.00744342803955078
V2218	SPINT2	46	0.00744342803955078
V2356	TGDS	207	0.00744342803955078
V2467	TRIM4	46	0.00744342803955078
V2506	TWIST1	207	0.00744342803955078
V2517	UBA2	46	0.00744342803955078
V2589	VPS4B	46	0.00744342803955078
V2659	ZNRD1	46	0.00744342803955078
V14	ACHE	206	0.0083160400390625
V139	ATP1A3	206	0.0083160400390625
V213	BTAF1	206	0.0083160400390625
V221	C1D	47	0.0083160400390625
V225	C1S	206	0.0083160400390625
V278	CCDC90B	206	0.0083160400390625
V333	CDC42BPB	206	0.0083160400390625
V334	CDC42EP1	47	0.0083160400390625
V457	COPS4	47	0.0083160400390625
V560	DGKD	47	0.0083160400390625
V565	DIDO1	206	0.0083160400390625
V591	DNMT3L	206	0.0083160400390625
V624	DTNA	47	0.0083160400390625
V713	ERC1	206	0.0083160400390625
V870	GLUL	47	0.0083160400390625
V874	GNAO1	47	0.0083160400390625
V895	GPBP1	206	0.0083160400390625
V896	GPC3	47	0.0083160400390625
V899	GPLD1	206	0.0083160400390625
V998	HIST1H4A	206	0.0083160400390625
V1177	KCTD3	206	0.0083160400390625
V1203	KIF5B	47	0.0083160400390625
V1215	KLHL42	47	0.0083160400390625
V1222	KMT5A	206	0.0083160400390625
V1243	LAMB2	47	0.0083160400390625
V1269	LIPE	206	0.0083160400390625
V1278	LNX1	206	0.0083160400390625
V1296	LTBP3	206	0.0083160400390625
V1349	MATR3	47	0.0083160400390625
V1769	POMP	206	0.0083160400390625
V1899	RASGRP1	206	0.0083160400390625
V1960	RND2	206	0.0083160400390625
V1973	ROR2	47	0.0083160400390625
V2125	SIGIRR	47	0.0083160400390625
V2171	SMAD6	47	0.0083160400390625
V2199	SON	47	0.0083160400390625
V2201	SORBS2	206	0.0083160400390625
V2235	SRGAP1	47	0.0083160400390625
V2333	TCAP	47	0.0083160400390625
V2340	TEAD3	47	0.0083160400390625
V2363	THAP8	47	0.0083160400390625
V2481	TSEN54	47	0.0083160400390625
V2598	WASF2	206	0.0083160400390625
V2634	ZBTB7A	206	0.0083160400390625
V2638	ZFAND5	47	0.0083160400390625
V9	ABR	205	0.00927448272705078
V20	ACTG2	205	0.00927448272705078
V125	ASB6	48	0.00927448272705078
V140	ATP1A4	48	0.00927448272705078
V159	BACH2	48	0.00927448272705078
V174	BCL6	48	0.00927448272705078
V184	BHLHE40	48	0.00927448272705078
V232	CABLES1	48	0.00927448272705078
V233	CACNA1A	205	0.00927448272705078
V271	CBY1	48	0.00927448272705078
V282	CCL13	205	0.00927448272705078
V303	CD226	205	0.00927448272705078
V512	CWC27	205	0.00927448272705078
V515	CXCL9	205	0.00927448272705078
V605	DPM1	48	0.00927448272705078
V606	DPP4	48	0.00927448272705078
V620	DSN1	205	0.00927448272705078
V623	DTL	205	0.00927448272705078
V659	EHMT1	48	0.00927448272705078
V776	FGA	205	0.00927448272705078
V833	GATA3	205	0.00927448272705078
V889	GOLGA1	205	0.00927448272705078
V905	GPSM2	205	0.00927448272705078
V1013	HMG20A	205	0.00927448272705078
V1122	IPO13	48	0.00927448272705078
V1178	KCTD5	48	0.00927448272705078
V1191	KIF14	205	0.00927448272705078
V1201	KIF4A	205	0.00927448272705078
V1427	MRPL4	48	0.00927448272705078
V1438	MSH3	205	0.00927448272705078
V1479	MYOZ2	48	0.00927448272705078
V1516	NEFL	205	0.00927448272705078
V1569	NPPB	48	0.00927448272705078
V1636	PABPC3	205	0.00927448272705078
V1742	PLXNA4	48	0.00927448272705078
V1856	RAB10	205	0.00927448272705078
V1867	RAB3A	48	0.00927448272705078
V2057	SEC61A2	48	0.00927448272705078
V2062	SELENOP	205	0.00927448272705078
V2078	SERINC3	205	0.00927448272705078
V2108	SH2D3A	48	0.00927448272705078
V2216	SPIN3	205	0.00927448272705078
V2317	TAF1A	48	0.00927448272705078
V2419	TNFSF9	205	0.00927448272705078
V2498	TUBA8	48	0.00927448272705078
V2544	UNC5CL	48	0.00927448272705078
V10	ACACA	49	0.0103244781494141
V75	AP1S2	49	0.0103244781494141
V103	ARHGEF25	49	0.0103244781494141
V245	CAND1	49	0.0103244781494141
V362	CEBPE	204	0.0103244781494141
V388	CHCHD3	49	0.0103244781494141
V401	CHRM1	49	0.0103244781494141
V408	CISH	49	0.0103244781494141
V419	CLK3	49	0.0103244781494141
V459	COPS7B	49	0.0103244781494141
V484	CRYAA	204	0.0103244781494141
V530	DAPK3	204	0.0103244781494141
V613	DRD1	204	0.0103244781494141
V680	ELAVL3	204	0.0103244781494141
V893	GORASP2	49	0.0103244781494141
V909	GREM1	204	0.0103244781494141
V1031	HPRT1	49	0.0103244781494141
V1205	KISS1R	204	0.0103244781494141
V1292	LSR	49	0.0103244781494141
V1293	LTB4R	49	0.0103244781494141
V1313	MAGI2	49	0.0103244781494141
V1396	MIS18BP1	204	0.0103244781494141
V1549	NMT1	49	0.0103244781494141
V1566	NPFFR2	204	0.0103244781494141
V1654	PBX1	49	0.0103244781494141
V1737	PLEKHO1	49	0.0103244781494141
V1814	PRPF3	204	0.0103244781494141
V1840	PTPN3	204	0.0103244781494141
V1843	PTPRD	204	0.0103244781494141
V1956	RIOX2	204	0.0103244781494141
V1975	RPA4	49	0.0103244781494141
V2041	SDC2	49	0.0103244781494141
V2186	SNTB2	204	0.0103244781494141
V2237	SRGN	204	0.0103244781494141
V2255	SSU72	49	0.0103244781494141
V2444	TPD52	49	0.0103244781494141
V2451	TRAF4	49	0.0103244781494141
V2474	TRMT1L	204	0.0103244781494141
V2483	TSN	49	0.0103244781494141
V2499	TUBB1	204	0.0103244781494141
V2516	TYROBP	204	0.0103244781494141
V2520	UBASH3B	204	0.0103244781494141
V2573	VAV3	49	0.0103244781494141
V2601	WDR33	49	0.0103244781494141
V2604	WDR91	49	0.0103244781494141
V2640	ZFPM1	49	0.0103244781494141
V2643	ZNF148	204	0.0103244781494141
V1	AAAS	203	0.0114727020263672
V25	ACVR1B	50	0.0114727020263672
V41	ADORA2B	50	0.0114727020263672
V89	APOL5	203	0.0114727020263672
V138	ATG5	50	0.0114727020263672
V185	BICD1	50	0.0114727020263672
V243	CAMK2B	50	0.0114727020263672
V354	CDKL5	203	0.0114727020263672
V372	CENPQ	203	0.0114727020263672
V424	CLYBL	203	0.0114727020263672
V458	COPS7A	50	0.0114727020263672
V477	CRIP2	50	0.0114727020263672
V483	CRY2	50	0.0114727020263672
V572	DLL4	203	0.0114727020263672
V578	DNAH1	50	0.0114727020263672
V612	DPYSL5	50	0.0114727020263672
V636	DYRK1A	203	0.0114727020263672
V643	ECSIT	50	0.0114727020263672
V714	ERC2	50	0.0114727020263672
V730	EXOC6	50	0.0114727020263672
V740	EXTL3	203	0.0114727020263672
V809	FZD3	50	0.0114727020263672
V918	GRIN2C	50	0.0114727020263672
V948	HAUS1	203	0.0114727020263672
V1001	HIST2H2BE	50	0.0114727020263672
V1017	HMMR	203	0.0114727020263672
V1018	HMOX2	203	0.0114727020263672
V1089	IL10RA	50	0.0114727020263672
V1324	MAP4	50	0.0114727020263672
V1392	MIER1	50	0.0114727020263672
V1464	MYF6	50	0.0114727020263672
V1474	MYO15B	50	0.0114727020263672
V1555	NOL4	50	0.0114727020263672
V1603	NTSR2	50	0.0114727020263672
V1711	PIN4	50	0.0114727020263672
V1717	PITPNA	50	0.0114727020263672
V1721	PKIB	50	0.0114727020263672
V1731	PLAU	203	0.0114727020263672
V1740	PLN	50	0.0114727020263672
V1790	PPP3CC	50	0.0114727020263672
V1808	PRKCSH	50	0.0114727020263672
V1837	PTPN2	50	0.0114727020263672
V1845	PTPRM	50	0.0114727020263672
V1888	RAI1	203	0.0114727020263672
V1935	RGS12	50	0.0114727020263672
V2121	SHE	203	0.0114727020263672
V2189	SNX12	203	0.0114727020263672
V2205	SOX6	203	0.0114727020263672
V2207	SOX9	50	0.0114727020263672
V2253	SSTR4	203	0.0114727020263672
V2288	SUGT1	50	0.0114727020263672
V2297	SYMPK	50	0.0114727020263672
V2318	TAF2	50	0.0114727020263672
